eps_e,s_e,fitness_q132,n_ghosts,n_dark,n_gap
634.6569,1.9760,1.9711,0,27,51
650.0000,1.9760,1.9661,0,27,51
250.0000,1.9780,1.0000,0,28,55
256.0438,1.9780,1.0000,0,28,56
262.2338,1.9780,1.0000,0,28,56
268.5734,1.9780,1.0000,0,28,56
275.0663,1.9780,1.0000,0,28,57
281.7161,1.9780,1.0000,0,28,57
288.5267,1.9780,1.0000,0,28,57
295.5019,1.9780,1.0000,0,28,57
302.6458,1.9780,1.0000,0,28,57
309.9624,1.9780,1.0000,0,28,57
317.4559,1.9780,1.0000,0,28,57
325.1305,1.9780,1.0000,0,28,57
332.9906,1.9780,1.0000,0,28,57
341.0408,1.9780,1.0000,0,28,56
349.2856,1.9780,1.0000,0,28,56
357.7297,1.9780,1.0000,0,28,56
366.3780,1.9780,1.0000,0,28,56
375.2353,1.9780,1.0000,0,28,56
384.3068,1.9780,1.0000,0,28,55
393.5975,1.9780,1.0000,0,29,55
403.1129,1.9780,1.0000,0,29,55
412.8583,1.9780,1.0000,0,29,55
422.8393,1.9780,1.0000,0,29,55
433.0616,1.9780,1.0000,0,29,55
443.5310,1.9780,1.0000,0,29,55
454.2536,1.9780,1.0000,0,29,55
465.2353,1.9780,1.0000,0,29,55
476.4826,1.9780,1.0000,0,29,55
488.0017,1.9780,1.0000,0,29,55
499.7993,1.9780,1.0000,0,29,55
511.8822,1.9780,1.0000,0,29,55
524.2571,1.9780,1.0000,0,29,55
536.9313,1.9780,1.0000,0,29,55
549.9118,1.9780,1.0000,0,29,55
563.2061,1.9780,1.0000,0,29,55
576.8218,1.9780,1.0000,0,29,55
590.7667,1.9780,1.0000,0,29,55
605.0487,1.9780,1.0000,0,29,55
619.6760,1.9780,1.0000,0,29,55
634.6569,1.9780,1.0000,0,29,55
650.0000,1.9780,1.0000,0,29,55
250.0000,1.9800,1.0000,0,27,53
256.0438,1.9800,1.0000,0,27,53
262.2338,1.9800,1.0000,0,27,53
268.5734,1.9800,1.0000,0,27,53
275.0663,1.9800,1.0000,0,27,53
281.7161,1.9800,1.0000,0,27,54
288.5267,1.9800,1.0000,0,27,54
295.5019,1.9800,1.0000,0,27,54
302.6458,1.9800,1.0000,0,27,55
309.9624,1.9800,1.0000,0,27,55
317.4559,1.9800,1.0000,0,27,55
325.1305,1.9800,1.0000,0,27,55
332.9906,1.9800,1.0000,0,27,55
341.0408,1.9800,1.0000,0,27,55
349.2856,1.9800,1.0000,0,27,55
357.7297,1.9800,1.0000,0,27,55
366.3780,1.9800,1.0000,0,27,55
375.2353,1.9800,1.0000,0,27,55
384.3068,1.9800,1.0000,0,26,55
393.5975,1.9800,1.0000,0,26,55
403.1129,1.9800,1.0000,0,26,55
412.8583,1.9800,1.0000,0,26,55
422.8393,1.9800,1.0000,0,26,55
433.0616,1.9800,1.0000,0,27,55
443.5310,1.9800,1.0000,0,27,55
454.2536,1.9800,1.0000,0,27,55
465.2353,1.9800,1.0000,0,28,55
476.4826,1.9800,1.0000,0,28,55
488.0017,1.9800,1.0000,0,28,55
499.7993,1.9800,1.0000,0,28,55
511.8822,1.9800,1.0000,0,28,55
524.2571,1.9800,1.0000,0,28,55
536.9313,1.9800,1.0000,0,28,54
549.9118,1.9800,1.0000,0,28,54
563.2061,1.9800,1.0000,0,28,54
576.8218,1.9800,1.0000,0,28,54
590.7667,1.9800,1.0000,0,28,54
605.0487,1.9800,1.0000,0,28,54
619.6760,1.9800,1.0000,0,28,54
634.6569,1.9800,1.0000,0,28,54
650.0000,1.9800,1.0000,0,28,54
250.0000,1.9820,1.0000,0,27,55
256.0438,1.9820,1.0000,0,27,55
262.2338,1.9820,1.0000,0,27,55
268.5734,1.9820,1.0000,0,27,55
275.0663,1.9820,1.0000,0,27,55
281.7161,1.9820,1.0000,0,27,55
288.5267,1.9820,1.0000,0,27,55
295.5019,1.9820,1.0000,0,27,55
302.6458,1.9820,1.0000,0,27,55
309.9624,1.9820,1.0000,0,28,55
317.4559,1.9820,1.0000,0,28,56
325.1305,1.9820,1.0000,0,28,56
332.9906,1.9820,1.0000,0,28,56
341.0408,1.9820,1.0000,0,28,57
349.2856,1.9820,1.0000,0,28,57
357.7297,1.9820,1.0000,0,28,57
366.3780,1.9820,1.0000,0,28,57
375.2353,1.9820,1.0000,0,28,57
384.3068,1.9820,1.0000,0,28,57
393.5975,1.9820,1.0000,0,28,57
403.1129,1.9820,1.0000,0,28,57
412.8583,1.9820,1.0000,0,28,57
422.8393,1.9820,1.0000,0,27,57
433.0616,1.9820,1.0000,0,27,57
443.5310,1.9820,1.0000,0,27,57
454.2536,1.9820,1.0000,0,27,57
465.2353,1.9820,1.0000,0,27,57
476.4826,1.9820,1.0000,0,27,57
488.0017,1.9820,1.0000,0,28,57
499.7993,1.9820,1.0000,0,28,57
511.8822,1.9820,1.0000,0,28,57
524.2571,1.9820,1.0000,0,28,57
536.9313,1.9820,1.0000,0,28,57
549.9118,1.9820,1.0000,0,29,57
563.2061,1.9820,1.0000,0,29,57
576.8218,1.9820,1.0000,0,29,57
590.7667,1.9820,1.0000,0,28,57
605.0487,1.9820,1.0000,0,28,57
619.6760,1.9820,1.0000,0,28,57
634.6569,1.9820,1.0000,0,28,57
650.0000,1.9820,1.0000,0,28,57
250.0000,1.9840,1.0000,0,26,52
256.0438,1.9840,1.0000,0,26,52
262.2338,1.9840,1.0000,0,27,52
268.5734,1.9840,1.0000,0,27,52
275.0663,1.9840,1.0000,0,27,52
281.7161,1.9840,1.0000,0,27,52
288.5267,1.9840,1.0000,0,27,52
295.5019,1.9840,1.0000,0,27,52
302.6458,1.9840,1.0000,0,27,52
309.9624,1.9840,1.0000,0,27,52
317.4559,1.9840,1.0000,0,27,52
325.1305,1.9840,1.0000,0,27,52
332.9906,1.9840,1.0000,0,27,52
341.0408,1.9840,1.0000,0,27,52
349.2856,1.9840,1.0000,0,27,52
357.7297,1.9840,1.0000,0,27,53
366.3780,1.9840,1.0000,0,27,53
375.2353,1.9840,1.0000,0,27,54
384.3068,1.9840,1.0000,0,27,54
393.5975,1.9840,1.0000,0,27,54
403.1129,1.9840,1.0000,0,27,54
412.8583,1.9840,1.0000,0,27,54
422.8393,1.9840,1.0000,0,26,54
433.0616,1.9840,1.0000,0,26,54
443.5310,1.9840,1.0000,0,26,54
454.2536,1.9840,1.0000,0,27,54
465.2353,1.9840,1.0000,0,27,54
476.4826,1.9840,1.0000,0,26,54
488.0017,1.9840,1.0000,0,26,54
499.7993,1.9840,1.0000,0,26,54
511.8822,1.9840,1.0000,0,26,54
524.2571,1.9840,1.0000,0,26,54
536.9313,1.9840,1.0000,0,27,55
549.9118,1.9840,1.0000,0,27,54
563.2061,1.9840,1.0000,0,27,54
576.8218,1.9840,1.0000,0,26,54
590.7667,1.9840,1.0000,0,26,54
605.0487,1.9840,1.0000,0,26,54
619.6760,1.9840,1.0000,0,26,54
634.6569,1.9840,1.0000,0,26,54
650.0000,1.9840,1.0000,0,26,54
250.0000,1.9860,1.9434,0,26,51
256.0438,1.9860,1.8550,0,26,51
262.2338,1.9860,1.7703,0,26,51
268.5734,1.9860,1.8434,0,26,51
275.0663,1.9860,1.9204,0,26,51
281.7161,1.9860,1.9941,0,26,50
288.5267,1.9860,1.9353,0,25,50
295.5019,1.9860,1.8677,0,25,51
302.6458,1.9860,1.8031,0,25,51
309.9624,1.9860,1.7412,0,25,51
317.4559,1.9860,1.6819,0,25,51
325.1305,1.9860,1.6253,0,25,51
332.9906,1.9860,1.5711,0,24,51
341.0408,1.9860,1.5193,0,24,51
349.2856,1.9860,1.4697,0,24,52
357.7297,1.9860,1.4223,0,24,52
366.3780,1.9860,1.3771,0,23,52
375.2353,1.9860,1.3338,0,23,52
384.3068,1.9860,1.2924,0,24,52
393.5975,1.9860,1.2528,0,24,52
403.1129,1.9860,1.2151,0,24,53
412.8583,1.9860,1.1790,0,25,53
422.8393,1.9860,1.1445,0,25,53
433.0616,1.9860,1.1115,0,25,54
443.5310,1.9860,1.0801,0,25,54
454.2536,1.9860,1.0500,0,25,54
465.2353,1.9860,1.0213,0,25,54
476.4826,1.9860,1.0000,0,25,55
488.0017,1.9860,1.0000,0,25,55
499.7993,1.9860,1.0000,0,25,55
511.8822,1.9860,1.0000,0,25,55
524.2571,1.9860,1.0000,0,25,55
536.9313,1.9860,1.0000,0,24,55
549.9118,1.9860,1.0000,0,25,55
563.2061,1.9860,1.0000,0,25,55
576.8218,1.9860,1.0000,0,25,55
590.7667,1.9860,1.0000,0,25,55
605.0487,1.9860,1.0000,0,25,55
619.6760,1.9860,1.0000,0,26,55
634.6569,1.9860,1.0000,0,26,55
650.0000,1.9860,1.0000,0,26,55
250.0000,1.9880,1.0000,0,25,50
256.0438,1.9880,1.0000,0,25,49
262.2338,1.9880,1.0000,0,24,50
268.5734,1.9880,1.0000,0,24,50
275.0663,1.9880,1.0000,0,25,50
281.7161,1.9880,1.0000,0,25,50
288.5267,1.9880,1.0000,0,25,50
295.5019,1.9880,1.0000,0,25,50
302.6458,1.9880,1.0000,0,25,50
309.9624,1.9880,1.0000,0,25,50
317.4559,1.9880,1.0000,0,25,50
325.1305,1.9880,1.0000,0,25,50
332.9906,1.9880,1.0000,0,24,50
341.0408,1.9880,1.0000,0,24,50
349.2856,1.9880,1.0000,0,24,50
357.7297,1.9880,1.0000,0,24,50
366.3780,1.9880,1.0000,0,24,50
375.2353,1.9880,1.0000,0,24,50
384.3068,1.9880,1.0000,0,25,50
393.5975,1.9880,1.0000,0,25,50
403.1129,1.9880,1.0000,0,25,50
412.8583,1.9880,1.0000,0,25,50
422.8393,1.9880,1.0000,0,25,49
433.0616,1.9880,1.0000,0,25,48
443.5310,1.9880,1.0000,0,25,47
454.2536,1.9880,1.0000,0,24,47
465.2353,1.9880,1.0000,0,24,48
476.4826,1.9880,1.0000,0,24,49
488.0017,1.9880,1.0000,0,24,49
499.7993,1.9880,1.0000,0,24,49
511.8822,1.9880,1.0000,0,24,50
524.2571,1.9880,1.0000,0,23,50
536.9313,1.9880,1.0000,0,23,50
549.9118,1.9880,1.0000,0,23,50
563.2061,1.9880,1.0000,0,23,50
576.8218,1.9880,1.0000,0,23,51
590.7667,1.9880,1.0000,0,24,51
605.0487,1.9880,1.0000,0,24,51
619.6760,1.9880,1.0000,0,24,51
634.6569,1.9880,1.0000,0,23,51
650.0000,1.9880,1.0000,0,23,51
250.0000,1.9900,1.0000,0,28,49
256.0438,1.9900,1.0000,0,25,49
262.2338,1.9900,1.0000,0,24,49
268.5734,1.9900,1.0000,0,24,51
275.0663,1.9900,1.0000,0,25,49
281.7161,1.9900,1.0000,0,25,50
288.5267,1.9900,1.0000,0,25,51
295.5019,1.9900,1.0000,0,25,51
302.6458,1.9900,1.0000,0,24,49
309.9624,1.9900,1.0000,0,24,47
317.4559,1.9900,1.0000,0,24,47
325.1305,1.9900,1.0000,0,22,47
332.9906,1.9900,1.0000,0,23,47
341.0408,1.9900,1.0000,0,23,47
349.2856,1.9900,1.0000,0,23,47
357.7297,1.9900,1.0000,0,23,47
366.3780,1.9900,1.0000,0,23,47
375.2353,1.9900,1.0000,0,23,47
384.3068,1.9900,1.0000,0,24,47
393.5975,1.9900,1.0000,0,26,47
403.1129,1.9900,1.0000,0,25,47
412.8583,1.9900,1.0000,0,25,47
422.8393,1.9900,1.0000,0,25,47
433.0616,1.9900,1.0000,0,25,47
443.5310,1.9900,1.0000,0,25,45
454.2536,1.9900,1.0000,0,25,45
465.2353,1.9900,1.0000,0,24,47
476.4826,1.9900,1.0000,0,24,47
488.0017,1.9900,1.0000,0,24,47
499.7993,1.9900,1.0000,0,24,47
511.8822,1.9900,1.0000,0,24,47
524.2571,1.9900,1.0000,0,24,47
536.9313,1.9900,1.0000,0,24,47
549.9118,1.9900,1.0000,0,24,48
563.2061,1.9900,1.0000,0,24,50
576.8218,1.9900,1.0000,0,24,51
590.7667,1.9900,1.0000,0,24,51
605.0487,1.9900,1.0000,0,24,53
619.6760,1.9900,1.0000,0,24,53
634.6569,1.9900,1.0000,0,24,53
650.0000,1.9900,1.0000,0,24,53
250.0000,1.9920,1.8243,0,28,52
256.0438,1.9920,1.9416,0,28,53
262.2338,1.9920,1.7153,0,27,51
268.5734,1.9920,1.4967,0,28,51
275.0663,1.9920,1.2857,0,27,50
281.7161,1.9920,1.2751,0,27,48
288.5267,1.9920,1.4652,0,25,48
295.5019,1.9920,1.6486,0,24,49
302.6458,1.9920,1.8253,0,24,48
309.9624,1.9920,1.9955,0,24,48
317.4559,1.9920,1.8405,0,24,48
325.1305,1.9920,1.6827,0,24,48
332.9906,1.9920,1.5309,0,23,48
341.0408,1.9920,1.3848,0,24,51
349.2856,1.9920,1.2444,0,24,50
357.7297,1.9920,1.1937,0,24,50
366.3780,1.9920,1.3190,0,24,50
375.2353,1.9920,1.4394,0,24,49
384.3068,1.9920,1.5550,0,24,47
393.5975,1.9920,1.6660,0,24,47
403.1129,1.9920,1.7725,0,24,49
412.8583,1.9920,1.8746,0,25,49
422.8393,1.9920,1.9726,0,26,49
433.0616,1.9920,1.9334,0,25,48
443.5310,1.9920,1.8434,0,24,47
454.2536,1.9920,1.7571,0,24,47
465.2353,1.9920,1.6744,0,24,46
476.4826,1.9920,1.5951,0,24,45
488.0017,1.9920,1.5193,0,24,45
499.7993,1.9920,1.4466,0,24,45
511.8822,1.9920,1.3770,0,24,45
524.2571,1.9920,1.3105,0,25,45
536.9313,1.9920,1.2467,0,25,43
549.9118,1.9920,1.1858,0,25,43
563.2061,1.9920,1.1459,0,25,43
576.8218,1.9920,1.1998,0,25,43
590.7667,1.9920,1.2514,0,24,43
605.0487,1.9920,1.3007,0,24,44
619.6760,1.9920,1.3478,0,24,44
634.6569,1.9920,1.3929,0,24,44
650.0000,1.9920,1.4360,0,24,44
250.0000,1.9940,1.8631,0,25,46
256.0438,1.9940,1.7992,0,25,48
262.2338,1.9940,1.4470,0,24,49
268.5734,1.9940,1.1043,0,25,48
275.0663,1.9940,1.2040,0,26,47
281.7161,1.9940,1.5151,0,25,46
288.5267,1.9940,1.8173,0,25,48
295.5019,1.9940,1.9144,0,25,51
302.6458,1.9940,1.6301,0,27,50
309.9624,1.9940,1.3544,0,27,52
317.4559,1.9940,1.0874,0,28,52
325.1305,1.9940,1.0641,0,28,52
332.9906,1.9940,1.3040,0,27,52
341.0408,1.9940,1.5360,0,27,50
349.2856,1.9940,1.7603,0,24,48
357.7297,1.9940,1.9770,0,26,48
366.3780,1.9940,1.8400,0,26,49
375.2353,1.9940,1.6381,0,26,48
384.3068,1.9940,1.4435,0,25,46
393.5975,1.9940,1.2557,0,25,45
403.1129,1.9940,1.0748,0,25,47
412.8583,1.9940,1.0000,0,26,49
422.8393,1.9940,1.0645,0,27,47
433.0616,1.9940,1.2191,0,27,50
443.5310,1.9940,1.3679,0,27,51
454.2536,1.9940,1.5110,0,28,52
465.2353,1.9940,1.6486,0,29,52
476.4826,1.9940,1.7809,0,29,52
488.0017,1.9940,1.9079,0,28,51
499.7993,1.9940,1.9973,0,28,49
511.8822,1.9940,1.8801,0,28,48
524.2571,1.9940,1.7677,0,28,47
536.9313,1.9940,1.6598,0,28,49
549.9118,1.9940,1.5563,0,29,49
563.2061,1.9940,1.4570,0,29,49
576.8218,1.9940,1.3618,0,29,49
590.7667,1.9940,1.2706,0,29,48
605.0487,1.9940,1.1831,0,29,47
619.6760,1.9940,1.0993,0,29,47
634.6569,1.9940,1.0190,0,29,48
650.0000,1.9940,1.0000,0,29,49
250.0000,1.9960,1.1718,0,27,49
256.0438,1.9960,1.0000,0,25,49
262.2338,1.9960,1.4463,0,23,45
268.5734,1.9960,1.9952,0,23,41
275.0663,1.9960,1.4661,0,24,41
281.7161,1.9960,1.0000,0,24,45
288.5267,1.9960,1.0000,0,24,45
295.5019,1.9960,1.4105,0,24,41
302.6458,1.9960,1.8984,0,24,41
309.9624,1.9960,1.6450,0,23,41
317.4559,1.9960,1.1756,0,21,38
325.1305,1.9960,1.0000,0,21,43
332.9906,1.9960,1.0000,0,22,42
341.0408,1.9960,1.2992,0,21,37
349.2856,1.9960,2.0625,0,23,38
357.7297,1.9960,2.6710,0,23,36
366.3780,1.9960,2.3959,0,23,37
375.2353,1.9960,2.0445,0,23,36
384.3068,1.9960,1.5272,0,23,41
393.5975,1.9960,1.1735,0,21,42
403.1129,1.9960,1.0000,0,21,41
412.8583,1.9960,1.2122,0,20,36
422.8393,1.9960,1.5231,0,19,35
433.0616,1.9960,1.8251,0,19,35
443.5310,1.9960,1.9069,0,18,35
454.2536,1.9960,1.6227,0,20,35
465.2353,1.9960,1.3473,0,20,37
476.4826,1.9960,1.0805,0,21,37
488.0017,1.9960,1.0000,0,20,38
499.7993,1.9960,1.0000,0,21,40
511.8822,1.9960,1.0000,0,21,41
524.2571,1.9960,1.0000,0,20,39
536.9313,1.9960,1.0000,0,21,39
549.9118,1.9960,1.1008,0,20,37
563.2061,1.9960,1.2981,0,20,35
576.8218,1.9960,1.4885,0,19,33
590.7667,1.9960,1.6721,0,19,33
605.0487,1.9960,1.8490,0,19,31
619.6760,1.9960,1.9927,0,19,31
634.6569,1.9960,1.8432,0,19,31
650.0000,1.9960,1.6853,0,18,29
250.0000,1.9980,1.0000,0,21,41
256.0438,1.9980,1.1621,0,20,37
262.2338,1.9980,1.9167,0,19,31
268.5734,1.9980,1.0000,0,18,30
275.0663,1.9980,1.0000,0,18,33
281.7161,1.9980,1.4163,0,16,29
288.5267,1.9980,1.6992,0,17,31
295.5019,1.9980,1.0000,0,17,29
302.6458,1.9980,1.0000,0,16,27
309.9624,1.9980,1.2538,0,16,25
317.4559,1.9980,1.9101,0,15,27
325.1305,1.9980,1.0560,0,14,25
332.9906,1.9980,1.0000,0,16,29
341.0408,1.9980,1.0000,0,15,29
349.2856,1.9980,1.4162,0,15,25
357.7297,1.9980,1.8072,0,15,23
366.3780,1.9980,1.0144,0,16,24
375.2353,1.9980,1.0000,0,15,23
384.3068,1.9980,1.0000,0,15,25
393.5975,1.9980,1.0000,0,13,25
403.1129,1.9980,1.6470,0,14,27
412.8583,1.9980,1.6542,0,13,23
422.8393,1.9980,1.0000,0,14,23
433.0616,1.9980,1.0000,0,12,19
443.5310,1.9980,1.0000,0,14,23
454.2536,1.9980,1.0000,0,14,25
465.2353,1.9980,1.0000,0,15,25
476.4826,1.9980,1.6095,0,15,23
488.0017,1.9980,1.7927,0,15,23
499.7993,1.9980,1.1820,0,13,23
511.8822,1.9980,1.0000,0,12,23
524.2571,1.9980,1.0000,0,10,21
536.9313,1.9980,1.0000,0,11,19
549.9118,1.9980,1.0000,0,11,19
563.2061,1.9980,1.0000,0,11,21
576.8218,1.9980,1.0000,0,11,23
590.7667,1.9980,1.4022,0,11,19
605.0487,1.9980,1.8903,0,12,19
619.6760,1.9980,1.6530,0,13,19
634.6569,1.9980,1.1834,0,12,19
650.0000,1.9980,1.0000,0,12,21
250.0000,2.0000,1.6726,0,17,16
256.0438,2.0000,1.0000,0,17,15
262.2338,2.0000,1.0195,0,16,13
268.5734,2.0000,1.7954,0,15,14
275.0663,2.0000,1.0000,0,16,15
281.7161,2.0000,1.0000,0,15,15
288.5267,2.0000,1.7856,0,14,12
295.5019,2.0000,1.0108,0,16,12
302.6458,2.0000,1.0000,0,15,12
309.9624,2.0000,1.0274,0,14,12
317.4559,2.0000,1.7874,0,13,12
325.1305,2.0000,1.0000,0,14,12
332.9906,2.0000,1.0000,0,14,12
341.0408,2.0000,1.0392,0,15,12
349.2856,2.0000,1.7753,0,15,12
357.7297,2.0000,1.0000,0,12,12
366.3780,2.0000,1.0000,0,11,10
375.2353,2.0000,1.0000,0,12,12
384.3068,2.0000,1.7344,0,12,10
393.5975,2.0000,1.0632,0,12,10
403.1129,2.0000,1.0000,0,12,10
412.8583,2.0000,1.0000,0,12,10
422.8393,2.0000,1.0000,0,11,10
433.0616,2.0000,1.8169,0,10,9
443.5310,2.0000,1.0000,0,11,11
454.2536,2.0000,1.0000,0,10,9
465.2353,2.0000,1.0000,0,10,7
476.4826,2.0000,1.0000,0,10,7
488.0017,2.0000,1.1198,0,9,7
499.7993,2.0000,1.6927,0,8,8
511.8822,2.0000,1.0000,0,8,8
524.2571,2.0000,1.0000,0,9,8
536.9313,2.0000,1.0000,0,7,8
549.9118,2.0000,1.0000,0,8,7
563.2061,2.0000,1.0000,0,9,8
576.8218,2.0000,1.7657,0,9,6
590.7667,2.0000,1.0312,0,9,6
605.0487,2.0000,1.0000,0,8,6
619.6760,2.0000,1.0000,0,7,6
634.6569,2.0000,1.0000,0,6,6
650.0000,2.0000,1.0000,0,7,5
250.0000,2.0020,1.0000,0,21,41
256.0438,2.0020,1.1621,0,20,37
262.2338,2.0020,1.9167,0,19,31
268.5734,2.0020,1.0000,0,18,30
275.0663,2.0020,1.0000,0,18,33
281.7161,2.0020,1.4163,0,16,29
288.5267,2.0020,1.6992,0,17,31
295.5019,2.0020,1.0000,0,17,29
302.6458,2.0020,1.0000,0,16,27
309.9624,2.0020,1.2538,0,16,25
317.4559,2.0020,1.9101,0,15,27
325.1305,2.0020,1.0560,0,14,25
332.9906,2.0020,1.0000,0,16,29
341.0408,2.0020,1.0000,0,15,29
349.2856,2.0020,1.4162,0,15,25
357.7297,2.0020,1.8072,0,15,23
366.3780,2.0020,1.0144,0,16,24
375.2353,2.0020,1.0000,0,15,23
384.3068,2.0020,1.0000,0,15,25
393.5975,2.0020,1.0000,0,13,25
403.1129,2.0020,1.6470,0,14,27
412.8583,2.0020,1.6542,0,13,23
422.8393,2.0020,1.0000,0,14,23
433.0616,2.0020,1.0000,0,12,19
443.5310,2.0020,1.0000,0,14,23
454.2536,2.0020,1.0000,0,14,25
465.2353,2.0020,1.0000,0,15,25
476.4826,2.0020,1.6095,0,15,23
488.0017,2.0020,1.7927,0,15,23
499.7993,2.0020,1.1820,0,13,23
511.8822,2.0020,1.0000,0,12,23
524.2571,2.0020,1.0000,0,10,21
536.9313,2.0020,1.0000,0,11,19
549.9118,2.0020,1.0000,0,11,19
563.2061,2.0020,1.0000,0,11,21
576.8218,2.0020,1.0000,0,11,23
590.7667,2.0020,1.4022,0,11,19
605.0487,2.0020,1.8903,0,12,19
619.6760,2.0020,1.6530,0,13,19
634.6569,2.0020,1.1834,0,12,19
650.0000,2.0020,1.0000,0,12,21
250.0000,2.0040,1.1718,0,27,49
256.0438,2.0040,1.0000,0,25,49
262.2338,2.0040,1.4463,0,23,45
268.5734,2.0040,1.9952,0,23,41
275.0663,2.0040,1.4661,0,24,41
281.7161,2.0040,1.0000,0,24,45
288.5267,2.0040,1.0000,0,24,45
295.5019,2.0040,1.4105,0,24,41
302.6458,2.0040,1.8984,0,24,41
309.9624,2.0040,1.6450,0,23,41
317.4559,2.0040,1.1756,0,21,38
325.1305,2.0040,1.0000,0,21,43
332.9906,2.0040,1.0000,0,22,42
341.0408,2.0040,1.2992,0,21,37
349.2856,2.0040,2.0625,0,23,38
357.7297,2.0040,2.6710,0,23,36
366.3780,2.0040,2.3959,0,23,37
375.2353,2.0040,2.0445,0,23,36
384.3068,2.0040,1.5272,0,23,41
393.5975,2.0040,1.1735,0,21,42
403.1129,2.0040,1.0000,0,21,41
412.8583,2.0040,1.2122,0,20,36
422.8393,2.0040,1.5231,0,19,35
433.0616,2.0040,1.8251,0,19,35
443.5310,2.0040,1.9069,0,18,35
454.2536,2.0040,1.6227,0,20,35
465.2353,2.0040,1.3473,0,20,37
476.4826,2.0040,1.0805,0,21,37
488.0017,2.0040,1.0000,0,20,38
499.7993,2.0040,1.0000,0,21,40
511.8822,2.0040,1.0000,0,21,41
524.2571,2.0040,1.0000,0,20,39
536.9313,2.0040,1.0000,0,21,39
549.9118,2.0040,1.1008,0,20,37
563.2061,2.0040,1.2981,0,20,35
576.8218,2.0040,1.4885,0,19,33
590.7667,2.0040,1.6721,0,19,33
605.0487,2.0040,1.8490,0,19,31
619.6760,2.0040,1.9927,0,19,31
634.6569,2.0040,1.8432,0,19,31
