eps_e,s_e,fitness,ghosts,gaps,darks,multiples
619.6760,1.9760,1.9763,0,51,116,64
634.6569,1.9760,1.9711,0,51,116,64
650.0000,1.9760,1.9661,0,51,116,64
250.0000,1.9780,1.0000,0,55,116,64
256.0438,1.9780,1.0000,0,56,116,64
262.2338,1.9780,1.0000,0,56,116,64
268.5734,1.9780,1.0000,0,56,116,64
275.0663,1.9780,1.0000,0,57,116,64
281.7161,1.9780,1.0000,0,57,116,64
288.5267,1.9780,1.0000,0,57,116,64
295.5019,1.9780,1.0000,0,57,116,64
302.6458,1.9780,1.0000,0,57,116,64
309.9624,1.9780,1.0000,0,57,116,64
317.4559,1.9780,1.0000,0,57,116,64
325.1305,1.9780,1.0000,0,57,116,64
332.9906,1.9780,1.0000,0,57,116,64
341.0408,1.9780,1.0000,0,56,116,64
349.2856,1.9780,1.0000,0,56,116,64
357.7297,1.9780,1.0000,0,56,116,64
366.3780,1.9780,1.0000,0,56,116,64
375.2353,1.9780,1.0000,0,56,116,64
384.3068,1.9780,1.0000,0,55,116,64
393.5975,1.9780,1.0000,0,55,116,64
403.1129,1.9780,1.0000,0,55,116,64
412.8583,1.9780,1.0000,0,55,116,64
422.8393,1.9780,1.0000,0,55,116,64
433.0616,1.9780,1.0000,0,55,116,64
443.5310,1.9780,1.0000,0,55,116,64
454.2536,1.9780,1.0000,0,55,116,64
465.2353,1.9780,1.0000,0,55,116,64
476.4826,1.9780,1.0000,0,55,116,64
488.0017,1.9780,1.0000,0,55,116,64
499.7993,1.9780,1.0000,0,55,116,64
511.8822,1.9780,1.0000,0,55,116,64
524.2571,1.9780,1.0000,0,55,116,64
536.9313,1.9780,1.0000,0,55,116,64
549.9118,1.9780,1.0000,0,55,116,64
563.2061,1.9780,1.0000,0,55,116,64
576.8218,1.9780,1.0000,0,55,116,64
590.7667,1.9780,1.0000,0,55,116,64
605.0487,1.9780,1.0000,0,55,116,64
619.6760,1.9780,1.0000,0,55,116,64
634.6569,1.9780,1.0000,0,55,116,64
650.0000,1.9780,1.0000,0,55,116,64
250.0000,1.9800,1.0000,0,53,116,64
256.0438,1.9800,1.0000,0,53,116,64
262.2338,1.9800,1.0000,0,53,116,64
268.5734,1.9800,1.0000,0,53,116,64
275.0663,1.9800,1.0000,0,53,116,64
281.7161,1.9800,1.0000,0,54,116,64
288.5267,1.9800,1.0000,0,54,116,64
295.5019,1.9800,1.0000,0,54,116,64
302.6458,1.9800,1.0000,0,55,116,64
309.9624,1.9800,1.0000,0,55,116,64
317.4559,1.9800,1.0000,0,55,116,64
325.1305,1.9800,1.0000,0,55,116,64
332.9906,1.9800,1.0000,0,55,116,64
341.0408,1.9800,1.0000,0,55,116,64
349.2856,1.9800,1.0000,0,55,116,64
357.7297,1.9800,1.0000,0,55,116,64
366.3780,1.9800,1.0000,0,55,116,64
375.2353,1.9800,1.0000,0,55,116,64
384.3068,1.9800,1.0000,0,55,116,64
393.5975,1.9800,1.0000,0,55,116,64
403.1129,1.9800,1.0000,0,55,116,64
412.8583,1.9800,1.0000,0,55,116,64
422.8393,1.9800,1.0000,0,55,116,64
433.0616,1.9800,1.0000,0,55,116,64
443.5310,1.9800,1.0000,0,55,116,64
454.2536,1.9800,1.0000,0,55,116,64
465.2353,1.9800,1.0000,0,55,116,64
476.4826,1.9800,1.0000,0,55,116,64
488.0017,1.9800,1.0000,0,55,116,64
499.7993,1.9800,1.0000,0,55,116,64
511.8822,1.9800,1.0000,0,55,116,64
524.2571,1.9800,1.0000,0,55,116,64
536.9313,1.9800,1.0000,0,54,116,64
549.9118,1.9800,1.0000,0,54,116,64
563.2061,1.9800,1.0000,0,54,116,64
576.8218,1.9800,1.0000,0,54,116,64
590.7667,1.9800,1.0000,0,54,116,64
605.0487,1.9800,1.0000,0,54,116,64
619.6760,1.9800,1.0000,0,54,116,64
634.6569,1.9800,1.0000,0,54,116,64
650.0000,1.9800,1.0000,0,54,116,64
250.0000,1.9820,1.0000,0,55,116,64
256.0438,1.9820,1.0000,0,55,116,64
262.2338,1.9820,1.0000,0,55,116,64
268.5734,1.9820,1.0000,0,55,116,64
275.0663,1.9820,1.0000,0,55,116,64
281.7161,1.9820,1.0000,0,55,116,64
288.5267,1.9820,1.0000,0,55,116,64
295.5019,1.9820,1.0000,0,55,116,64
302.6458,1.9820,1.0000,0,55,116,64
309.9624,1.9820,1.0000,0,55,116,64
317.4559,1.9820,1.0000,0,56,116,64
325.1305,1.9820,1.0000,0,56,116,64
332.9906,1.9820,1.0000,0,56,116,64
341.0408,1.9820,1.0000,0,57,116,64
349.2856,1.9820,1.0000,0,57,116,64
357.7297,1.9820,1.0000,0,57,116,64
366.3780,1.9820,1.0000,0,57,116,64
375.2353,1.9820,1.0000,0,57,116,64
384.3068,1.9820,1.0000,0,57,116,64
393.5975,1.9820,1.0000,0,57,116,64
403.1129,1.9820,1.0000,0,57,116,64
412.8583,1.9820,1.0000,0,57,116,64
422.8393,1.9820,1.0000,0,57,116,64
433.0616,1.9820,1.0000,0,57,116,64
443.5310,1.9820,1.0000,0,57,116,64
454.2536,1.9820,1.0000,0,57,116,64
465.2353,1.9820,1.0000,0,57,116,64
476.4826,1.9820,1.0000,0,57,116,64
488.0017,1.9820,1.0000,0,57,116,64
499.7993,1.9820,1.0000,0,57,116,64
511.8822,1.9820,1.0000,0,57,116,64
524.2571,1.9820,1.0000,0,57,116,64
536.9313,1.9820,1.0000,0,57,116,64
549.9118,1.9820,1.0000,0,57,116,64
563.2061,1.9820,1.0000,0,57,116,64
576.8218,1.9820,1.0000,0,57,116,64
590.7667,1.9820,1.0000,0,57,116,64
605.0487,1.9820,1.0000,0,57,116,64
619.6760,1.9820,1.0000,0,57,116,64
634.6569,1.9820,1.0000,0,57,116,64
650.0000,1.9820,1.0000,0,57,116,64
250.0000,1.9840,1.0000,0,52,116,64
256.0438,1.9840,1.0000,0,52,116,64
262.2338,1.9840,1.0000,0,52,116,64
268.5734,1.9840,1.0000,0,52,116,64
275.0663,1.9840,1.0000,0,52,116,64
281.7161,1.9840,1.0000,0,52,116,64
288.5267,1.9840,1.0000,0,52,116,64
295.5019,1.9840,1.0000,0,52,116,64
302.6458,1.9840,1.0000,0,52,116,64
309.9624,1.9840,1.0000,0,52,116,64
317.4559,1.9840,1.0000,0,52,116,64
325.1305,1.9840,1.0000,0,52,116,64
332.9906,1.9840,1.0000,0,52,116,64
341.0408,1.9840,1.0000,0,52,116,64
349.2856,1.9840,1.0000,0,52,116,64
357.7297,1.9840,1.0000,0,53,116,64
366.3780,1.9840,1.0000,0,53,116,64
375.2353,1.9840,1.0000,0,54,116,64
384.3068,1.9840,1.0000,0,54,116,64
393.5975,1.9840,1.0000,0,54,116,64
403.1129,1.9840,1.0000,0,54,116,64
412.8583,1.9840,1.0000,0,54,116,64
422.8393,1.9840,1.0000,0,54,116,64
433.0616,1.9840,1.0000,0,54,116,64
443.5310,1.9840,1.0000,0,54,116,64
454.2536,1.9840,1.0000,0,54,116,64
465.2353,1.9840,1.0000,0,54,116,64
476.4826,1.9840,1.0000,0,54,116,64
488.0017,1.9840,1.0000,0,54,116,64
499.7993,1.9840,1.0000,0,54,116,64
511.8822,1.9840,1.0000,0,54,116,64
524.2571,1.9840,1.0000,0,54,116,64
536.9313,1.9840,1.0000,0,55,116,64
549.9118,1.9840,1.0000,0,54,116,64
563.2061,1.9840,1.0000,0,54,116,64
576.8218,1.9840,1.0000,0,54,116,64
590.7667,1.9840,1.0000,0,54,116,64
605.0487,1.9840,1.0000,0,54,116,64
619.6760,1.9840,1.0000,0,54,116,64
634.6569,1.9840,1.0000,0,54,116,64
650.0000,1.9840,1.0000,0,54,116,64
250.0000,1.9860,1.9434,0,51,116,64
256.0438,1.9860,1.8550,0,51,116,64
262.2338,1.9860,1.7703,0,51,116,64
268.5734,1.9860,1.8434,0,51,116,64
275.0663,1.9860,1.9204,0,51,116,64
281.7161,1.9860,1.9941,0,50,116,64
288.5267,1.9860,1.9353,0,50,116,64
295.5019,1.9860,1.8677,0,51,116,64
302.6458,1.9860,1.8031,0,51,116,64
309.9624,1.9860,1.7412,0,51,116,64
317.4559,1.9860,1.6819,0,51,116,64
325.1305,1.9860,1.6253,0,51,116,64
332.9906,1.9860,1.5711,0,51,116,64
341.0408,1.9860,1.5193,0,51,116,64
349.2856,1.9860,1.4697,0,52,116,64
357.7297,1.9860,1.4223,0,52,116,64
366.3780,1.9860,1.3771,0,52,116,64
375.2353,1.9860,1.3338,0,52,116,64
384.3068,1.9860,1.2924,0,52,116,64
393.5975,1.9860,1.2528,0,52,116,64
403.1129,1.9860,1.2151,0,53,116,64
412.8583,1.9860,1.1790,0,53,116,64
422.8393,1.9860,1.1445,0,53,116,64
433.0616,1.9860,1.1115,0,54,116,64
443.5310,1.9860,1.0801,0,54,116,64
454.2536,1.9860,1.0500,0,54,116,64
465.2353,1.9860,1.0213,0,54,116,64
476.4826,1.9860,1.0000,0,55,116,64
488.0017,1.9860,1.0000,0,55,116,64
499.7993,1.9860,1.0000,0,55,116,64
511.8822,1.9860,1.0000,0,55,116,64
524.2571,1.9860,1.0000,0,55,116,64
536.9313,1.9860,1.0000,0,55,116,64
549.9118,1.9860,1.0000,0,55,116,64
563.2061,1.9860,1.0000,0,55,116,64
576.8218,1.9860,1.0000,0,55,116,64
590.7667,1.9860,1.0000,0,55,116,64
605.0487,1.9860,1.0000,0,55,116,64
619.6760,1.9860,1.0000,0,55,116,64
634.6569,1.9860,1.0000,0,55,116,64
650.0000,1.9860,1.0000,0,55,116,64
250.0000,1.9880,1.0000,0,50,116,64
256.0438,1.9880,1.0000,0,49,116,64
262.2338,1.9880,1.0000,0,50,116,64
268.5734,1.9880,1.0000,0,50,116,64
275.0663,1.9880,1.0000,0,50,116,64
281.7161,1.9880,1.0000,0,50,116,64
288.5267,1.9880,1.0000,0,50,116,64
295.5019,1.9880,1.0000,0,50,116,64
302.6458,1.9880,1.0000,0,50,116,64
309.9624,1.9880,1.0000,0,50,116,64
317.4559,1.9880,1.0000,0,50,116,64
325.1305,1.9880,1.0000,0,50,116,64
332.9906,1.9880,1.0000,0,50,116,64
341.0408,1.9880,1.0000,0,50,116,64
349.2856,1.9880,1.0000,0,50,116,64
357.7297,1.9880,1.0000,0,50,116,64
366.3780,1.9880,1.0000,0,50,116,64
375.2353,1.9880,1.0000,0,50,116,64
384.3068,1.9880,1.0000,0,50,116,64
393.5975,1.9880,1.0000,0,50,116,64
403.1129,1.9880,1.0000,0,50,116,64
412.8583,1.9880,1.0000,0,50,116,64
422.8393,1.9880,1.0000,0,49,116,64
433.0616,1.9880,1.0000,0,48,116,64
443.5310,1.9880,1.0000,0,47,116,64
454.2536,1.9880,1.0000,0,47,116,64
465.2353,1.9880,1.0000,0,48,116,64
476.4826,1.9880,1.0000,0,49,116,64
488.0017,1.9880,1.0000,0,49,116,64
499.7993,1.9880,1.0000,0,49,116,64
511.8822,1.9880,1.0000,0,50,116,64
524.2571,1.9880,1.0000,0,50,116,64
536.9313,1.9880,1.0000,0,50,116,64
549.9118,1.9880,1.0000,0,50,116,64
563.2061,1.9880,1.0000,0,50,116,64
576.8218,1.9880,1.0000,0,51,116,64
590.7667,1.9880,1.0000,0,51,116,64
605.0487,1.9880,1.0000,0,51,116,64
619.6760,1.9880,1.0000,0,51,116,64
634.6569,1.9880,1.0000,0,51,116,64
650.0000,1.9880,1.0000,0,51,116,64
250.0000,1.9900,1.0000,0,49,116,64
256.0438,1.9900,1.0000,0,49,116,64
262.2338,1.9900,1.0000,0,49,116,64
268.5734,1.9900,1.0000,0,51,116,64
275.0663,1.9900,1.0000,0,49,116,64
281.7161,1.9900,1.0000,0,50,116,64
288.5267,1.9900,1.0000,0,51,116,64
295.5019,1.9900,1.0000,0,51,116,64
302.6458,1.9900,1.0000,0,49,116,64
309.9624,1.9900,1.0000,0,47,116,64
317.4559,1.9900,1.0000,0,47,116,64
325.1305,1.9900,1.0000,0,47,116,64
332.9906,1.9900,1.0000,0,47,116,64
341.0408,1.9900,1.0000,0,47,116,64
349.2856,1.9900,1.0000,0,47,116,64
357.7297,1.9900,1.0000,0,47,116,64
366.3780,1.9900,1.0000,0,47,116,64
375.2353,1.9900,1.0000,0,47,116,64
384.3068,1.9900,1.0000,0,47,116,64
393.5975,1.9900,1.0000,0,47,116,64
403.1129,1.9900,1.0000,0,47,116,64
412.8583,1.9900,1.0000,0,47,116,64
422.8393,1.9900,1.0000,0,47,116,64
433.0616,1.9900,1.0000,0,47,116,64
443.5310,1.9900,1.0000,0,45,116,64
454.2536,1.9900,1.0000,0,45,116,64
465.2353,1.9900,1.0000,0,47,116,64
476.4826,1.9900,1.0000,0,47,116,64
488.0017,1.9900,1.0000,0,47,116,64
499.7993,1.9900,1.0000,0,47,116,64
511.8822,1.9900,1.0000,0,47,116,64
524.2571,1.9900,1.0000,0,47,116,64
536.9313,1.9900,1.0000,0,47,116,64
549.9118,1.9900,1.0000,0,48,116,64
563.2061,1.9900,1.0000,0,50,116,64
576.8218,1.9900,1.0000,0,51,116,64
590.7667,1.9900,1.0000,0,51,116,64
605.0487,1.9900,1.0000,0,53,116,64
619.6760,1.9900,1.0000,0,53,116,64
634.6569,1.9900,1.0000,0,53,116,64
650.0000,1.9900,1.0000,0,53,116,64
250.0000,1.9920,1.8243,0,52,116,64
256.0438,1.9920,1.9416,0,53,116,64
262.2338,1.9920,1.7153,0,51,116,64
268.5734,1.9920,1.4967,0,51,116,64
275.0663,1.9920,1.2857,0,50,116,64
281.7161,1.9920,1.2751,0,48,116,64
288.5267,1.9920,1.4652,0,48,116,64
295.5019,1.9920,1.6486,0,49,116,64
302.6458,1.9920,1.8253,0,48,116,64
309.9624,1.9920,1.9955,0,48,116,64
317.4559,1.9920,1.8405,0,48,116,64
325.1305,1.9920,1.6827,0,48,116,64
332.9906,1.9920,1.5309,0,48,116,64
341.0408,1.9920,1.3848,0,51,116,64
349.2856,1.9920,1.2444,0,50,116,64
357.7297,1.9920,1.1937,0,50,116,64
366.3780,1.9920,1.3190,0,50,116,64
375.2353,1.9920,1.4394,0,49,116,64
384.3068,1.9920,1.5550,0,47,116,64
393.5975,1.9920,1.6660,0,47,116,64
403.1129,1.9920,1.7725,0,49,116,64
412.8583,1.9920,1.8746,0,49,116,64
422.8393,1.9920,1.9726,0,49,116,64
433.0616,1.9920,1.9334,0,48,116,64
443.5310,1.9920,1.8434,0,47,116,64
454.2536,1.9920,1.7571,0,47,116,64
465.2353,1.9920,1.6744,0,46,116,64
476.4826,1.9920,1.5951,0,45,116,64
488.0017,1.9920,1.5193,0,45,116,64
499.7993,1.9920,1.4466,0,45,116,64
511.8822,1.9920,1.3770,0,45,116,64
524.2571,1.9920,1.3105,0,45,116,64
536.9313,1.9920,1.2467,0,43,116,64
549.9118,1.9920,1.1858,0,43,116,64
563.2061,1.9920,1.1459,0,43,116,64
576.8218,1.9920,1.1998,0,43,116,64
590.7667,1.9920,1.2514,0,43,116,64
605.0487,1.9920,1.3007,0,44,116,64
619.6760,1.9920,1.3478,0,44,116,64
634.6569,1.9920,1.3929,0,44,116,64
650.0000,1.9920,1.4360,0,44,116,64
250.0000,1.9940,1.8631,0,46,114,62
256.0438,1.9940,1.7992,0,48,114,62
262.2338,1.9940,1.4470,0,49,112,62
268.5734,1.9940,1.1043,0,48,112,62
275.0663,1.9940,1.2040,0,47,112,62
281.7161,1.9940,1.5151,0,46,112,62
288.5267,1.9940,1.8173,0,48,110,61
295.5019,1.9940,1.9144,0,51,110,61
302.6458,1.9940,1.6301,0,50,110,61
309.9624,1.9940,1.3544,0,52,110,61
317.4559,1.9940,1.0874,0,52,110,61
325.1305,1.9940,1.0641,0,52,109,61
332.9906,1.9940,1.3040,0,52,108,60
341.0408,1.9940,1.5360,0,50,108,60
349.2856,1.9940,1.7603,0,48,108,60
357.7297,1.9940,1.9770,0,48,108,60
366.3780,1.9940,1.8400,0,49,108,60
375.2353,1.9940,1.6381,0,48,108,60
384.3068,1.9940,1.4435,0,46,108,60
393.5975,1.9940,1.2557,0,45,107,58
403.1129,1.9940,1.0748,0,47,107,58
412.8583,1.9940,1.0000,0,49,107,58
422.8393,1.9940,1.0645,0,47,107,58
433.0616,1.9940,1.2191,0,50,107,58
443.5310,1.9940,1.3679,0,51,107,58
454.2536,1.9940,1.5110,0,52,107,58
465.2353,1.9940,1.6486,0,52,107,58
476.4826,1.9940,1.7809,0,52,107,58
488.0017,1.9940,1.9079,0,51,107,58
499.7993,1.9940,1.9973,0,49,104,58
511.8822,1.9940,1.8801,0,48,104,58
524.2571,1.9940,1.7677,0,47,104,58
536.9313,1.9940,1.6598,0,49,104,58
549.9118,1.9940,1.5563,0,49,104,58
563.2061,1.9940,1.4570,0,49,104,58
576.8218,1.9940,1.3618,0,49,104,58
590.7667,1.9940,1.2706,0,48,104,58
605.0487,1.9940,1.1831,0,47,104,58
619.6760,1.9940,1.0993,0,47,104,58
634.6569,1.9940,1.0190,0,48,104,58
650.0000,1.9940,1.0000,0,49,104,58
250.0000,1.9960,1.1718,0,49,99,54
256.0438,1.9960,1.0000,0,49,99,54
262.2338,1.9960,1.4463,0,45,99,54
268.5734,1.9960,1.9952,0,41,97,53
275.0663,1.9960,1.4661,0,41,97,53
281.7161,1.9960,1.0000,0,45,97,53
288.5267,1.9960,1.0000,0,45,95,51
295.5019,1.9960,1.4105,0,41,95,51
302.6458,1.9960,1.8984,0,41,95,51
309.9624,1.9960,1.6450,0,41,95,51
317.4559,1.9960,1.1756,0,38,91,51
325.1305,1.9960,1.0000,0,43,91,51
332.9906,1.9960,1.0000,0,42,91,51
341.0408,1.9960,1.2992,0,37,91,51
349.2856,1.9960,2.0625,0,38,91,51
357.7297,1.9960,2.6710,0,36,91,46
366.3780,1.9960,2.3959,0,37,91,46
375.2353,1.9960,2.0445,0,36,91,46
384.3068,1.9960,1.5272,0,41,91,46
393.5975,1.9960,1.1735,0,42,91,46
403.1129,1.9960,1.0000,0,41,91,46
412.8583,1.9960,1.2122,0,36,86,46
422.8393,1.9960,1.5231,0,35,86,46
433.0616,1.9960,1.8251,0,35,86,46
443.5310,1.9960,1.9069,0,35,86,46
454.2536,1.9960,1.6227,0,35,86,46
465.2353,1.9960,1.3473,0,37,86,46
476.4826,1.9960,1.0805,0,37,86,46
488.0017,1.9960,1.0000,0,38,84,44
499.7993,1.9960,1.0000,0,40,82,44
511.8822,1.9960,1.0000,0,41,82,44
524.2571,1.9960,1.0000,0,39,82,44
536.9313,1.9960,1.0000,0,39,82,44
549.9118,1.9960,1.1008,0,37,82,44
563.2061,1.9960,1.2981,0,35,82,44
576.8218,1.9960,1.4885,0,33,82,44
590.7667,1.9960,1.6721,0,33,82,44
605.0487,1.9960,1.8490,0,31,82,44
619.6760,1.9960,1.9927,0,31,82,44
634.6569,1.9960,1.8432,0,31,82,44
650.0000,1.9960,1.6853,0,29,78,42
250.0000,1.9980,1.0000,0,41,82,44
256.0438,1.9980,1.1621,0,37,82,44
262.2338,1.9980,1.9167,0,31,82,44
268.5734,1.9980,1.0000,0,30,78,42
275.0663,1.9980,1.0000,0,33,78,42
281.7161,1.9980,1.4163,0,29,76,38
288.5267,1.9980,1.6992,0,31,76,38
295.5019,1.9980,1.0000,0,29,76,38
302.6458,1.9980,1.0000,0,27,70,38
309.9624,1.9980,1.2538,0,25,70,38
317.4559,1.9980,1.9101,0,27,70,38
325.1305,1.9980,1.0560,0,25,68,34
332.9906,1.9980,1.0000,0,29,68,34
341.0408,1.9980,1.0000,0,29,68,34
349.2856,1.9980,1.4162,0,25,68,34
357.7297,1.9980,1.8072,0,23,62,34
366.3780,1.9980,1.0144,0,24,62,34
375.2353,1.9980,1.0000,0,23,62,34
384.3068,1.9980,1.0000,0,25,62,34
393.5975,1.9980,1.0000,0,25,60,30
403.1129,1.9980,1.6470,0,27,60,30
412.8583,1.9980,1.6542,0,23,60,30
422.8393,1.9980,1.0000,0,23,60,30
433.0616,1.9980,1.0000,0,19,56,28
443.5310,1.9980,1.0000,0,23,56,28
454.2536,1.9980,1.0000,0,25,56,28
465.2353,1.9980,1.0000,0,25,56,28
476.4826,1.9980,1.6095,0,23,56,28
488.0017,1.9980,1.7927,0,23,56,28
499.7993,1.9980,1.1820,0,23,52,26
511.8822,1.9980,1.0000,0,23,52,26
524.2571,1.9980,1.0000,0,21,52,26
536.9313,1.9980,1.0000,0,19,52,26
549.9118,1.9980,1.0000,0,19,52,26
563.2061,1.9980,1.0000,0,21,52,26
576.8218,1.9980,1.0000,0,23,46,26
590.7667,1.9980,1.4022,0,19,46,26
605.0487,1.9980,1.8903,0,19,46,26
619.6760,1.9980,1.6530,0,19,46,26
634.6569,1.9980,1.1834,0,19,46,26
650.0000,1.9980,1.0000,0,21,46,26
250.0000,2.0000,1.6726,0,16,38,22
256.0438,2.0000,1.0000,0,15,38,22
262.2338,2.0000,1.0195,0,13,35,22
268.5734,2.0000,1.7954,0,14,35,22
275.0663,2.0000,1.0000,0,15,34,20
281.7161,2.0000,1.0000,0,15,34,20
288.5267,2.0000,1.7856,0,12,31,20
295.5019,2.0000,1.0108,0,12,31,20
302.6458,2.0000,1.0000,0,12,31,20
309.9624,2.0000,1.0274,0,12,30,18
317.4559,2.0000,1.7874,0,12,30,18
325.1305,2.0000,1.0000,0,12,30,18
332.9906,2.0000,1.0000,0,12,28,17
341.0408,2.0000,1.0392,0,12,28,17
349.2856,2.0000,1.7753,0,12,28,17
357.7297,2.0000,1.0000,0,12,26,16
366.3780,2.0000,1.0000,0,10,26,16
375.2353,2.0000,1.0000,0,12,26,16
384.3068,2.0000,1.7344,0,10,23,16
393.5975,2.0000,1.0632,0,10,23,16
403.1129,2.0000,1.0000,0,10,23,16
412.8583,2.0000,1.0000,0,10,23,13
422.8393,2.0000,1.0000,0,10,23,13
433.0616,2.0000,1.8169,0,9,23,13
443.5310,2.0000,1.0000,0,11,23,13
454.2536,2.0000,1.0000,0,9,20,13
465.2353,2.0000,1.0000,0,7,20,13
476.4826,2.0000,1.0000,0,7,20,13
488.0017,2.0000,1.1198,0,7,20,13
499.7993,2.0000,1.6927,0,8,18,12
511.8822,2.0000,1.0000,0,8,18,12
524.2571,2.0000,1.0000,0,8,18,12
536.9313,2.0000,1.0000,0,8,18,12
549.9118,2.0000,1.0000,0,7,16,11
563.2061,2.0000,1.0000,0,8,16,11
576.8218,2.0000,1.7657,0,6,16,11
590.7667,2.0000,1.0312,0,6,16,11
605.0487,2.0000,1.0000,0,6,16,11
619.6760,2.0000,1.0000,0,6,15,9
634.6569,2.0000,1.0000,0,6,15,9
650.0000,2.0000,1.0000,0,5,15,9
250.0000,2.0020,1.0000,0,41,82,44
256.0438,2.0020,1.1621,0,37,82,44
262.2338,2.0020,1.9167,0,31,82,44
268.5734,2.0020,1.0000,0,30,78,42
275.0663,2.0020,1.0000,0,33,78,42
281.7161,2.0020,1.4163,0,29,76,38
288.5267,2.0020,1.6992,0,31,76,38
295.5019,2.0020,1.0000,0,29,76,38
302.6458,2.0020,1.0000,0,27,70,38
309.9624,2.0020,1.2538,0,25,70,38
317.4559,2.0020,1.9101,0,27,70,38
325.1305,2.0020,1.0560,0,25,68,34
332.9906,2.0020,1.0000,0,29,68,34
341.0408,2.0020,1.0000,0,29,68,34
349.2856,2.0020,1.4162,0,25,68,34
357.7297,2.0020,1.8072,0,23,62,34
366.3780,2.0020,1.0144,0,24,62,34
375.2353,2.0020,1.0000,0,23,62,34
384.3068,2.0020,1.0000,0,25,62,34
393.5975,2.0020,1.0000,0,25,60,30
403.1129,2.0020,1.6470,0,27,60,30
412.8583,2.0020,1.6542,0,23,60,30
422.8393,2.0020,1.0000,0,23,60,30
433.0616,2.0020,1.0000,0,19,56,28
443.5310,2.0020,1.0000,0,23,56,28
454.2536,2.0020,1.0000,0,25,56,28
465.2353,2.0020,1.0000,0,25,56,28
476.4826,2.0020,1.6095,0,23,56,28
488.0017,2.0020,1.7927,0,23,56,28
499.7993,2.0020,1.1820,0,23,52,26
511.8822,2.0020,1.0000,0,23,52,26
524.2571,2.0020,1.0000,0,21,52,26
536.9313,2.0020,1.0000,0,19,52,26
549.9118,2.0020,1.0000,0,19,52,26
563.2061,2.0020,1.0000,0,21,52,26
576.8218,2.0020,1.0000,0,23,46,26
590.7667,2.0020,1.4022,0,19,46,26
605.0487,2.0020,1.8903,0,19,46,26
619.6760,2.0020,1.6530,0,19,46,26
634.6569,2.0020,1.1834,0,19,46,26
650.0000,2.0020,1.0000,0,21,46,26
250.0000,2.0040,1.1718,0,49,99,54
256.0438,2.0040,1.0000,0,49,99,54
262.2338,2.0040,1.4463,0,45,99,54
268.5734,2.0040,1.9952,0,41,97,53
275.0663,2.0040,1.4661,0,41,97,53
281.7161,2.0040,1.0000,0,45,97,53
288.5267,2.0040,1.0000,0,45,95,51
295.5019,2.0040,1.4105,0,41,95,51
302.6458,2.0040,1.8984,0,41,95,51
309.9624,2.0040,1.6450,0,41,95,51
317.4559,2.0040,1.1756,0,38,91,51
325.1305,2.0040,1.0000,0,43,91,51
332.9906,2.0040,1.0000,0,42,91,51
341.0408,2.0040,1.2992,0,37,91,51
349.2856,2.0040,2.0625,0,38,91,51
357.7297,2.0040,2.6710,0,36,91,46
366.3780,2.0040,2.3959,0,37,91,46
375.2353,2.0040,2.0445,0,36,91,46
384.3068,2.0040,1.5272,0,41,91,46
393.5975,2.0040,1.1735,0,42,91,46
403.1129,2.0040,1.0000,0,41,91,46
412.8583,2.0040,1.2122,0,36,86,46
422.8393,2.0040,1.5231,0,35,86,46
433.0616,2.0040,1.8251,0,35,86,46
443.5310,2.0040,1.9069,0,35,86,46
454.2536,2.0040,1.6227,0,35,86,46
465.2353,2.0040,1.3473,0,37,86,46
476.4826,2.0040,1.0805,0,37,86,46
488.0017,2.0040,1.0000,0,38,84,44
499.7993,2.0040,1.0000,0,40,82,44
511.8822,2.0040,1.0000,0,41,82,44
524.2571,2.0040,1.0000,0,39,82,44
536.9313,2.0040,1.0000,0,39,82,44
549.9118,2.0040,1.1008,0,37,82,44
563.2061,2.0040,1.2981,0,35,82,44
576.8218,2.0040,1.4885,0,33,82,44
590.7667,2.0040,1.6721,0,33,82,44
605.0487,2.0040,1.8490,0,31,82,44
619.6760,2.0040,1.9927,0,31,82,44
634.6569,2.0040,1.8432,0,31,82,44
650.0000,2.0040,1.6853,0,29,78,42
250.0000,2.0060,1.8631,0,46,114,62
256.0438,2.0060,1.7992,0,48,114,62
