eps_e,s_e,fitness,ghosts,gaps,darks,multiples
262.2338,2.0060,1.4470,0,49,112,62
268.5734,2.0060,1.1043,0,48,112,62
275.0663,2.0060,1.2040,0,47,112,62
281.7161,2.0060,1.5151,0,46,112,62
288.5267,2.0060,1.8173,0,48,110,61
295.5019,2.0060,1.9144,0,51,110,61
302.6458,2.0060,1.6301,0,50,110,61
309.9624,2.0060,1.3544,0,52,110,61
317.4559,2.0060,1.0874,0,52,110,61
325.1305,2.0060,1.0641,0,52,108,60
332.9906,2.0060,1.3040,0,52,108,60
341.0408,2.0060,1.5360,0,50,108,60
349.2856,2.0060,1.7603,0,48,108,60
357.7297,2.0060,1.9770,0,48,108,60
366.3780,2.0060,1.8400,0,49,108,60
375.2353,2.0060,1.6381,0,48,108,60
384.3068,2.0060,1.4435,0,45,107,58
393.5975,2.0060,1.2557,0,45,107,58
403.1129,2.0060,1.0748,0,47,107,58
412.8583,2.0060,1.0000,0,49,107,58
422.8393,2.0060,1.0645,0,47,107,58
433.0616,2.0060,1.2191,0,49,107,58
443.5310,2.0060,1.3679,0,50,107,58
454.2536,2.0060,1.5110,0,52,107,58
465.2353,2.0060,1.6486,0,52,107,58
476.4826,2.0060,1.7809,0,52,107,58
488.0017,2.0060,1.9079,0,51,106,58
499.7993,2.0060,1.9973,0,49,104,58
511.8822,2.0060,1.8801,0,48,104,58
524.2571,2.0060,1.7677,0,47,104,58
536.9313,2.0060,1.6598,0,49,104,58
549.9118,2.0060,1.5563,0,49,104,58
563.2061,2.0060,1.4570,0,49,104,58
576.8218,2.0060,1.3618,0,49,104,58
590.7667,2.0060,1.2706,0,48,104,58
605.0487,2.0060,1.1831,0,47,104,58
619.6760,2.0060,1.0993,0,47,104,58
634.6569,2.0060,1.0190,0,48,104,58
650.0000,2.0060,1.0000,0,49,104,58
250.0000,2.0080,1.8500,0,52,116,64
256.0438,2.0080,1.9157,0,53,116,64
262.2338,2.0080,1.6894,0,51,116,64
268.5734,2.0080,1.4707,0,51,116,64
275.0663,2.0080,1.2595,0,50,116,64
281.7161,2.0080,1.3014,0,48,116,64
288.5267,2.0080,1.4916,0,48,116,64
295.5019,2.0080,1.6751,0,50,116,64
302.6458,2.0080,1.8519,0,48,116,64
309.9624,2.0080,1.9778,0,48,116,64
317.4559,2.0080,1.8137,0,48,116,64
325.1305,2.0080,1.6559,0,48,116,64
332.9906,2.0080,1.5040,0,49,116,64
341.0408,2.0080,1.3578,0,52,116,64
349.2856,2.0080,1.2174,0,51,116,64
357.7297,2.0080,1.2208,0,50,116,64
366.3780,2.0080,1.3463,0,50,116,64
375.2353,2.0080,1.4667,0,49,116,64
384.3068,2.0080,1.5824,0,47,116,64
393.5975,2.0080,1.6934,0,47,116,64
403.1129,2.0080,1.7999,0,49,116,64
412.8583,2.0080,1.9021,0,49,116,64
422.8393,2.0080,1.9998,0,49,116,64
433.0616,2.0080,1.9058,0,48,116,64
443.5310,2.0080,1.8157,0,47,116,64
454.2536,2.0080,1.7293,0,47,116,64
465.2353,2.0080,1.6466,0,46,116,64
476.4826,2.0080,1.5673,0,45,116,64
488.0017,2.0080,1.4914,0,45,116,64
499.7993,2.0080,1.4187,0,45,116,64
511.8822,2.0080,1.3491,0,45,116,64
524.2571,2.0080,1.2825,0,45,116,64
536.9313,2.0080,1.2187,0,43,116,64
549.9118,2.0080,1.1577,0,43,116,64
563.2061,2.0080,1.1459,0,43,116,64
576.8218,2.0080,1.1998,0,43,116,64
590.7667,2.0080,1.2514,0,44,116,64
605.0487,2.0080,1.3007,0,44,116,64
619.6760,2.0080,1.3478,0,44,116,64
634.6569,2.0080,1.3929,0,44,116,64
650.0000,2.0080,1.4360,0,44,116,64
250.0000,2.0100,1.0000,0,49,116,64
256.0438,2.0100,1.0000,0,49,116,64
262.2338,2.0100,1.0000,0,49,116,64
268.5734,2.0100,1.0000,0,51,116,64
275.0663,2.0100,1.0000,0,49,116,64
281.7161,2.0100,1.0000,0,50,116,64
288.5267,2.0100,1.0000,0,51,116,64
295.5019,2.0100,1.0000,0,51,116,64
302.6458,2.0100,1.0000,0,49,116,64
309.9624,2.0100,1.0000,0,47,116,64
317.4559,2.0100,1.0000,0,47,116,64
325.1305,2.0100,1.0000,0,47,116,64
332.9906,2.0100,1.0000,0,47,116,64
341.0408,2.0100,1.0000,0,47,116,64
349.2856,2.0100,1.0000,0,47,116,64
357.7297,2.0100,1.0000,0,47,116,64
366.3780,2.0100,1.0000,0,47,116,64
375.2353,2.0100,1.0000,0,47,116,64
384.3068,2.0100,1.0000,0,47,116,64
393.5975,2.0100,1.0000,0,47,116,64
403.1129,2.0100,1.0000,0,47,116,64
412.8583,2.0100,1.0000,0,47,116,64
422.8393,2.0100,1.0000,0,47,116,64
433.0616,2.0100,1.0000,0,47,116,64
443.5310,2.0100,1.0000,0,45,116,64
454.2536,2.0100,1.0000,0,45,116,64
465.2353,2.0100,1.0000,0,47,116,64
476.4826,2.0100,1.0000,0,47,116,64
488.0017,2.0100,1.0000,0,47,116,64
499.7993,2.0100,1.0000,0,47,116,64
511.8822,2.0100,1.0000,0,47,116,64
524.2571,2.0100,1.0000,0,47,116,64
536.9313,2.0100,1.0000,0,47,116,64
549.9118,2.0100,1.0000,0,48,116,64
563.2061,2.0100,1.0000,0,50,116,64
576.8218,2.0100,1.0000,0,51,116,64
590.7667,2.0100,1.0000,0,51,116,64
605.0487,2.0100,1.0000,0,53,116,64
619.6760,2.0100,1.0000,0,53,116,64
634.6569,2.0100,1.0000,0,53,116,64
650.0000,2.0100,1.0000,0,53,116,64
250.0000,2.0120,1.0000,0,50,116,64
256.0438,2.0120,1.0000,0,49,116,64
262.2338,2.0120,1.0000,0,50,116,64
268.5734,2.0120,1.0000,0,50,116,64
275.0663,2.0120,1.0000,0,50,116,64
281.7161,2.0120,1.0000,0,50,116,64
288.5267,2.0120,1.0000,0,50,116,64
295.5019,2.0120,1.0000,0,50,116,64
302.6458,2.0120,1.0000,0,50,116,64
309.9624,2.0120,1.0000,0,50,116,64
317.4559,2.0120,1.0000,0,50,116,64
325.1305,2.0120,1.0000,0,50,116,64
332.9906,2.0120,1.0000,0,50,116,64
341.0408,2.0120,1.0000,0,50,116,64
349.2856,2.0120,1.0000,0,50,116,64
357.7297,2.0120,1.0000,0,50,116,64
366.3780,2.0120,1.0000,0,50,116,64
375.2353,2.0120,1.0000,0,50,116,64
384.3068,2.0120,1.0000,0,50,116,64
393.5975,2.0120,1.0000,0,50,116,64
403.1129,2.0120,1.0000,0,50,116,64
412.8583,2.0120,1.0000,0,50,116,64
422.8393,2.0120,1.0000,0,48,116,64
433.0616,2.0120,1.0000,0,48,116,64
443.5310,2.0120,1.0000,0,47,116,64
454.2536,2.0120,1.0000,0,48,116,64
465.2353,2.0120,1.0000,0,48,116,64
476.4826,2.0120,1.0000,0,49,116,64
488.0017,2.0120,1.0000,0,49,116,64
499.7993,2.0120,1.0000,0,49,116,64
511.8822,2.0120,1.0000,0,50,116,64
524.2571,2.0120,1.0000,0,50,116,64
536.9313,2.0120,1.0000,0,50,116,64
549.9118,2.0120,1.0000,0,50,116,64
563.2061,2.0120,1.0000,0,51,116,64
576.8218,2.0120,1.0000,0,51,116,64
590.7667,2.0120,1.0000,0,51,116,64
605.0487,2.0120,1.0000,0,51,116,64
619.6760,2.0120,1.0000,0,51,116,64
634.6569,2.0120,1.0000,0,51,116,64
650.0000,2.0120,1.0000,0,51,116,64
250.0000,2.0140,1.9434,0,51,116,64
256.0438,2.0140,1.8550,0,51,116,64
262.2338,2.0140,1.7703,0,51,116,64
268.5734,2.0140,1.8434,0,51,116,64
275.0663,2.0140,1.9204,0,51,116,64
281.7161,2.0140,1.9941,0,50,116,64
288.5267,2.0140,1.9353,0,50,116,64
295.5019,2.0140,1.8677,0,51,116,64
302.6458,2.0140,1.8031,0,51,116,64
309.9624,2.0140,1.7412,0,51,116,64
317.4559,2.0140,1.6819,0,51,116,64
325.1305,2.0140,1.6253,0,51,116,64
332.9906,2.0140,1.5711,0,51,116,64
341.0408,2.0140,1.5193,0,51,116,64
349.2856,2.0140,1.4697,0,52,116,64
357.7297,2.0140,1.4223,0,52,116,64
366.3780,2.0140,1.3771,0,52,116,64
375.2353,2.0140,1.3338,0,52,116,64
384.3068,2.0140,1.2924,0,52,116,64
393.5975,2.0140,1.2528,0,52,116,64
403.1129,2.0140,1.2151,0,53,116,64
412.8583,2.0140,1.1790,0,53,116,64
422.8393,2.0140,1.1445,0,53,116,64
433.0616,2.0140,1.1115,0,54,116,64
443.5310,2.0140,1.0801,0,54,116,64
454.2536,2.0140,1.0500,0,54,116,64
465.2353,2.0140,1.0213,0,54,116,64
476.4826,2.0140,1.0000,0,55,116,64
488.0017,2.0140,1.0000,0,55,116,64
499.7993,2.0140,1.0000,0,55,116,64
511.8822,2.0140,1.0000,0,55,116,64
524.2571,2.0140,1.0000,0,55,116,64
536.9313,2.0140,1.0000,0,55,116,64
549.9118,2.0140,1.0000,0,55,116,64
563.2061,2.0140,1.0000,0,55,116,64
576.8218,2.0140,1.0000,0,55,116,64
590.7667,2.0140,1.0000,0,55,116,64
605.0487,2.0140,1.0000,0,55,116,64
619.6760,2.0140,1.0000,0,55,116,64
634.6569,2.0140,1.0000,0,55,116,64
650.0000,2.0140,1.0000,0,55,116,64
250.0000,2.0160,1.0000,0,52,116,64
256.0438,2.0160,1.0000,0,52,116,64
262.2338,2.0160,1.0000,0,52,116,64
268.5734,2.0160,1.0000,0,52,116,64
275.0663,2.0160,1.0000,0,52,116,64
281.7161,2.0160,1.0000,0,52,116,64
288.5267,2.0160,1.0000,0,52,116,64
295.5019,2.0160,1.0000,0,52,116,64
302.6458,2.0160,1.0000,0,52,116,64
309.9624,2.0160,1.0000,0,52,116,64
317.4559,2.0160,1.0000,0,52,116,64
325.1305,2.0160,1.0000,0,52,116,64
332.9906,2.0160,1.0000,0,52,116,64
341.0408,2.0160,1.0000,0,52,116,64
349.2856,2.0160,1.0000,0,52,116,64
357.7297,2.0160,1.0000,0,53,116,64
366.3780,2.0160,1.0000,0,53,116,64
375.2353,2.0160,1.0000,0,54,116,64
384.3068,2.0160,1.0000,0,54,116,64
393.5975,2.0160,1.0000,0,54,116,64
403.1129,2.0160,1.0000,0,54,116,64
412.8583,2.0160,1.0000,0,54,116,64
422.8393,2.0160,1.0000,0,54,116,64
433.0616,2.0160,1.0000,0,54,116,64
443.5310,2.0160,1.0000,0,54,116,64
454.2536,2.0160,1.0000,0,54,116,64
465.2353,2.0160,1.0000,0,54,116,64
476.4826,2.0160,1.0000,0,54,116,64
488.0017,2.0160,1.0000,0,54,116,64
499.7993,2.0160,1.0000,0,53,116,64
511.8822,2.0160,1.0000,0,53,116,64
524.2571,2.0160,1.0000,0,53,116,64
536.9313,2.0160,1.0000,0,54,116,64
549.9118,2.0160,1.0000,0,54,116,64
563.2061,2.0160,1.0000,0,54,116,64
576.8218,2.0160,1.0000,0,54,116,64
590.7667,2.0160,1.0000,0,54,116,64
605.0487,2.0160,1.0000,0,54,116,64
619.6760,2.0160,1.0000,0,54,116,64
634.6569,2.0160,1.0000,0,54,116,64
650.0000,2.0160,1.0000,0,54,116,64
250.0000,2.0180,1.0000,0,55,116,64
256.0438,2.0180,1.0000,0,55,116,64
262.2338,2.0180,1.0000,0,55,116,64
268.5734,2.0180,1.0000,0,55,116,64
275.0663,2.0180,1.0000,0,55,116,64
281.7161,2.0180,1.0000,0,55,116,64
288.5267,2.0180,1.0000,0,55,116,64
295.5019,2.0180,1.0000,0,55,116,64
302.6458,2.0180,1.0000,0,55,116,64
309.9624,2.0180,1.0000,0,55,116,64
317.4559,2.0180,1.0000,0,56,116,64
325.1305,2.0180,1.0000,0,56,116,64
332.9906,2.0180,1.0000,0,56,116,64
341.0408,2.0180,1.0000,0,57,116,64
349.2856,2.0180,1.0000,0,57,116,64
357.7297,2.0180,1.0000,0,57,116,64
366.3780,2.0180,1.0000,0,57,116,64
375.2353,2.0180,1.0000,0,57,116,64
384.3068,2.0180,1.0000,0,57,116,64
393.5975,2.0180,1.0000,0,57,116,64
403.1129,2.0180,1.0000,0,57,116,64
412.8583,2.0180,1.0000,0,57,116,64
422.8393,2.0180,1.0000,0,57,116,64
433.0616,2.0180,1.0000,0,57,116,64
443.5310,2.0180,1.0000,0,57,116,64
454.2536,2.0180,1.0000,0,57,116,64
465.2353,2.0180,1.0000,0,57,116,64
476.4826,2.0180,1.0000,0,57,116,64
488.0017,2.0180,1.0000,0,57,116,64
499.7993,2.0180,1.0000,0,57,116,64
511.8822,2.0180,1.0000,0,57,116,64
524.2571,2.0180,1.0000,0,57,116,64
536.9313,2.0180,1.0000,0,57,116,64
549.9118,2.0180,1.0000,0,57,116,64
563.2061,2.0180,1.0000,0,57,116,64
576.8218,2.0180,1.0000,0,57,116,64
590.7667,2.0180,1.0000,0,57,116,64
605.0487,2.0180,1.0000,0,57,116,64
619.6760,2.0180,1.0000,0,57,116,64
634.6569,2.0180,1.0000,0,57,116,64
650.0000,2.0180,1.0000,0,57,116,64
250.0000,2.0200,1.0000,0,53,116,64
256.0438,2.0200,1.0000,0,53,116,64
262.2338,2.0200,1.0000,0,53,116,64
268.5734,2.0200,1.0000,0,53,116,64
275.0663,2.0200,1.0000,0,53,116,64
281.7161,2.0200,1.0000,0,54,116,64
288.5267,2.0200,1.0000,0,54,116,64
295.5019,2.0200,1.0000,0,54,116,64
302.6458,2.0200,1.0000,0,55,116,64
309.9624,2.0200,1.0000,0,55,116,64
317.4559,2.0200,1.0000,0,55,116,64
325.1305,2.0200,1.0000,0,55,116,64
332.9906,2.0200,1.0000,0,55,116,64
341.0408,2.0200,1.0000,0,55,116,64
349.2856,2.0200,1.0000,0,55,116,64
357.7297,2.0200,1.0000,0,55,116,64
366.3780,2.0200,1.0000,0,55,116,64
375.2353,2.0200,1.0000,0,55,116,64
384.3068,2.0200,1.0000,0,55,116,64
393.5975,2.0200,1.0000,0,55,116,64
403.1129,2.0200,1.0000,0,55,116,64
412.8583,2.0200,1.0000,0,55,116,64
422.8393,2.0200,1.0000,0,55,116,64
433.0616,2.0200,1.0000,0,55,116,64
443.5310,2.0200,1.0000,0,55,116,64
454.2536,2.0200,1.0000,0,55,116,64
465.2353,2.0200,1.0000,0,55,116,64
476.4826,2.0200,1.0000,0,55,116,64
488.0017,2.0200,1.0000,0,55,116,64
499.7993,2.0200,1.0000,0,55,116,64
511.8822,2.0200,1.0000,0,55,116,64
524.2571,2.0200,1.0000,0,55,116,64
536.9313,2.0200,1.0000,0,54,116,64
549.9118,2.0200,1.0000,0,54,116,64
563.2061,2.0200,1.0000,0,54,116,64
576.8218,2.0200,1.0000,0,54,116,64
590.7667,2.0200,1.0000,0,54,116,64
605.0487,2.0200,1.0000,0,54,116,64
619.6760,2.0200,1.0000,0,54,116,64
634.6569,2.0200,1.0000,0,54,116,64
650.0000,2.0200,1.0000,0,54,116,64
250.0000,2.0220,1.0000,0,55,116,64
256.0438,2.0220,1.0000,0,56,116,64
262.2338,2.0220,1.0000,0,56,116,64
268.5734,2.0220,1.0000,0,56,116,64
275.0663,2.0220,1.0000,0,57,116,64
281.7161,2.0220,1.0000,0,57,116,64
288.5267,2.0220,1.0000,0,57,116,64
295.5019,2.0220,1.0000,0,57,116,64
302.6458,2.0220,1.0000,0,57,116,64
309.9624,2.0220,1.0000,0,57,116,64
317.4559,2.0220,1.0000,0,57,116,64
325.1305,2.0220,1.0000,0,57,116,64
332.9906,2.0220,1.0000,0,57,116,64
341.0408,2.0220,1.0000,0,56,116,64
349.2856,2.0220,1.0000,0,56,116,64
357.7297,2.0220,1.0000,0,56,116,64
366.3780,2.0220,1.0000,0,56,116,64
375.2353,2.0220,1.0000,0,56,116,64
384.3068,2.0220,1.0000,0,55,116,64
393.5975,2.0220,1.0000,0,55,116,64
403.1129,2.0220,1.0000,0,55,116,64
412.8583,2.0220,1.0000,0,55,116,64
422.8393,2.0220,1.0000,0,55,116,64
433.0616,2.0220,1.0000,0,55,116,64
443.5310,2.0220,1.0000,0,55,116,64
454.2536,2.0220,1.0000,0,55,116,64
465.2353,2.0220,1.0000,0,55,116,64
476.4826,2.0220,1.0000,0,55,116,64
488.0017,2.0220,1.0000,0,55,116,64
499.7993,2.0220,1.0000,0,55,116,64
511.8822,2.0220,1.0000,0,55,116,64
524.2571,2.0220,1.0000,0,55,116,64
536.9313,2.0220,1.0000,0,55,116,64
549.9118,2.0220,1.0000,0,55,116,64
563.2061,2.0220,1.0000,0,55,116,64
576.8218,2.0220,1.0000,0,55,116,64
590.7667,2.0220,1.0000,0,55,116,64
605.0487,2.0220,1.0000,0,55,116,64
619.6760,2.0220,1.0000,0,55,116,64
634.6569,2.0220,1.0000,0,55,116,64
650.0000,2.0220,1.0000,0,55,116,64
250.0000,2.0240,1.9315,0,52,116,64
256.0438,2.0240,1.9630,0,52,116,64
262.2338,2.0240,1.9931,0,52,116,64
268.5734,2.0240,1.9781,0,52,116,64
275.0663,2.0240,1.9507,0,52,116,64
281.7161,2.0240,1.9245,0,51,116,64
288.5267,2.0240,1.8994,0,51,116,64
295.5019,2.0240,1.8756,0,51,116,64
302.6458,2.0240,1.8527,0,51,116,64
309.9624,2.0240,1.8310,0,51,116,64
317.4559,2.0240,1.8102,0,51,116,64
325.1305,2.0240,1.7904,0,51,116,64
332.9906,2.0240,1.7714,0,51,116,64
341.0408,2.0240,1.7666,0,51,116,64
349.2856,2.0240,1.7837,0,51,116,64
357.7297,2.0240,1.8000,0,51,116,64
366.3780,2.0240,1.8155,0,51,116,64
375.2353,2.0240,1.8304,0,51,116,64
384.3068,2.0240,1.8445,0,51,116,64
393.5975,2.0240,1.8580,0,51,116,64
403.1129,2.0240,1.8709,0,51,116,64
412.8583,2.0240,1.8832,0,51,116,64
422.8393,2.0240,1.8950,0,51,116,64
433.0616,2.0240,1.9062,0,51,116,64
443.5310,2.0240,1.9168,0,51,116,64
454.2536,2.0240,1.9270,0,51,116,64
465.2353,2.0240,1.9368,0,51,116,64
476.4826,2.0240,1.9460,0,51,116,64
488.0017,2.0240,1.9549,0,51,116,64
499.7993,2.0240,1.9633,0,51,116,64
511.8822,2.0240,1.9713,0,51,116,64
524.2571,2.0240,1.9790,0,51,116,64
536.9313,2.0240,1.9863,0,51,116,64
549.9118,2.0240,1.9933,0,51,116,64
563.2061,2.0240,2.0000,0,51,116,64
576.8218,2.0240,1.9937,0,51,116,64
590.7667,2.0240,1.9876,0,51,116,64
605.0487,2.0240,1.9818,0,51,116,64
619.6760,2.0240,1.9763,0,51,116,64
634.6569,2.0240,1.9711,0,51,116,64
650.0000,2.0240,1.9661,0,51,116,64
250.0000,2.0260,1.0000,0,53,116,64
256.0438,2.0260,1.0000,0,53,116,64
262.2338,2.0260,1.0000,0,53,116,64
268.5734,2.0260,1.0000,0,53,116,64
275.0663,2.0260,1.0000,0,53,116,64
281.7161,2.0260,1.0000,0,53,116,64
288.5267,2.0260,1.0000,0,53,116,64
295.5019,2.0260,1.0000,0,53,116,64
302.6458,2.0260,1.0000,0,53,116,64
309.9624,2.0260,1.0000,0,53,116,64
317.4559,2.0260,1.0000,0,53,116,64
325.1305,2.0260,1.0000,0,53,116,64
332.9906,2.0260,1.0000,0,53,116,64
341.0408,2.0260,1.0000,0,53,116,64
349.2856,2.0260,1.0000,0,53,116,64
357.7297,2.0260,1.0000,0,53,116,64
366.3780,2.0260,1.0000,0,53,116,64
375.2353,2.0260,1.0000,0,53,116,64
384.3068,2.0260,1.0000,0,53,116,64
393.5975,2.0260,1.0000,0,53,116,64
403.1129,2.0260,1.0000,0,53,116,64
412.8583,2.0260,1.0000,0,53,116,64
422.8393,2.0260,1.0000,0,53,116,64
433.0616,2.0260,1.0000,0,53,116,64
443.5310,2.0260,1.0000,0,53,116,64
454.2536,2.0260,1.0000,0,53,116,64
465.2353,2.0260,1.0000,0,53,116,64
476.4826,2.0260,1.0000,0,53,116,64
488.0017,2.0260,1.0000,0,53,116,64
499.7993,2.0260,1.0000,0,53,116,64
511.8822,2.0260,1.0000,0,53,116,64
524.2571,2.0260,1.0000,0,53,116,64
536.9313,2.0260,1.0000,0,53,116,64
549.9118,2.0260,1.0000,0,53,116,64
563.2061,2.0260,1.0000,0,53,116,64
576.8218,2.0260,1.0000,0,53,116,64
590.7667,2.0260,1.0000,0,53,116,64
605.0487,2.0260,1.0000,0,53,116,64
619.6760,2.0260,1.0000,0,53,116,64
634.6569,2.0260,1.0000,0,53,116,64
650.0000,2.0260,1.0000,0,53,116,64
250.0000,2.0280,1.0000,0,53,116,64
256.0438,2.0280,1.0000,0,53,116,64
262.2338,2.0280,1.0000,0,53,116,64
268.5734,2.0280,1.0000,0,53,116,64
275.0663,2.0280,1.0000,0,53,116,64
281.7161,2.0280,1.0000,0,53,116,64
288.5267,2.0280,1.0000,0,53,116,64
295.5019,2.0280,1.0000,0,53,116,64
302.6458,2.0280,1.0000,0,53,116,64
309.9624,2.0280,1.0000,0,53,116,64
317.4559,2.0280,1.0000,0,53,116,64
325.1305,2.0280,1.0000,0,53,116,64
332.9906,2.0280,1.0000,0,53,116,64
341.0408,2.0280,1.0000,0,53,116,64
349.2856,2.0280,1.0000,0,53,116,64
357.7297,2.0280,1.0000,0,53,116,64
366.3780,2.0280,1.0000,0,53,116,64
375.2353,2.0280,1.0000,0,53,116,64
384.3068,2.0280,1.0000,0,53,116,64
393.5975,2.0280,1.0000,0,53,116,64
403.1129,2.0280,1.0000,0,53,116,64
412.8583,2.0280,1.0000,0,53,116,64
422.8393,2.0280,1.0000,0,53,116,64
433.0616,2.0280,1.0000,0,53,116,64
443.5310,2.0280,1.0000,0,53,116,64
454.2536,2.0280,1.0000,0,53,116,64
465.2353,2.0280,1.0000,0,53,116,64
476.4826,2.0280,1.0000,0,53,116,64
488.0017,2.0280,1.0000,0,53,116,64
499.7993,2.0280,1.0000,0,53,116,64
511.8822,2.0280,1.0000,0,53,116,64
524.2571,2.0280,1.0000,0,53,116,64
536.9313,2.0280,1.0000,0,53,116,64
549.9118,2.0280,1.0000,0,53,116,64
563.2061,2.0280,1.0000,0,53,116,64
576.8218,2.0280,1.0000,0,53,116,64
590.7667,2.0280,1.0000,0,53,116,64
605.0487,2.0280,1.0000,0,53,116,64
619.6760,2.0280,1.0000,0,53,116,64
634.6569,2.0280,1.0000,0,53,116,64
650.0000,2.0280,1.0000,0,53,116,64
250.0000,2.0300,1.0000,0,54,116,64
256.0438,2.0300,1.0000,0,54,116,64
262.2338,2.0300,1.0000,0,54,116,64
268.5734,2.0300,1.0000,0,54,116,64
275.0663,2.0300,1.0000,0,54,116,64
281.7161,2.0300,1.0000,0,54,116,64
288.5267,2.0300,1.0000,0,54,116,64
295.5019,2.0300,1.0000,0,54,116,64
302.6458,2.0300,1.0000,0,54,116,64
309.9624,2.0300,1.0000,0,54,116,64
317.4559,2.0300,1.0000,0,54,116,64
325.1305,2.0300,1.0000,0,54,116,64
332.9906,2.0300,1.0000,0,54,116,64
341.0408,2.0300,1.0000,0,54,116,64
349.2856,2.0300,1.0000,0,54,116,64
357.7297,2.0300,1.0000,0,54,116,64
366.3780,2.0300,1.0000,0,54,116,64
375.2353,2.0300,1.0000,0,54,116,64
384.3068,2.0300,1.0000,0,54,116,64
393.5975,2.0300,1.0000,0,54,116,64
403.1129,2.0300,1.0000,0,54,116,64
412.8583,2.0300,1.0000,0,54,116,64
422.8393,2.0300,1.0000,0,54,116,64
433.0616,2.0300,1.0000,0,54,116,64
443.5310,2.0300,1.0000,0,54,116,64
454.2536,2.0300,1.0000,0,54,116,64
465.2353,2.0300,1.0000,0,54,116,64
476.4826,2.0300,1.0000,0,54,116,64
488.0017,2.0300,1.0000,0,54,116,64
499.7993,2.0300,1.0000,0,54,116,64
511.8822,2.0300,1.0000,0,54,116,64
524.2571,2.0300,1.0000,0,54,116,64
536.9313,2.0300,1.0000,0,54,116,64
549.9118,2.0300,1.0000,0,54,116,64
563.2061,2.0300,1.0000,0,54,116,64
576.8218,2.0300,1.0000,0,54,116,64
590.7667,2.0300,1.0000,0,54,116,64
605.0487,2.0300,1.0000,0,54,116,64
619.6760,2.0300,1.0000,0,54,116,64
634.6569,2.0300,1.0000,0,54,116,64
650.0000,2.0300,1.0000,0,54,116,64
250.0000,2.0320,1.0000,0,52,116,64
256.0438,2.0320,1.0000,0,52,116,64
262.2338,2.0320,1.0000,0,52,116,64
268.5734,2.0320,1.0000,0,53,116,64
275.0663,2.0320,1.0000,0,53,116,64
281.7161,2.0320,1.0000,0,53,116,64
288.5267,2.0320,1.0000,0,53,116,64
295.5019,2.0320,1.0000,0,53,116,64
302.6458,2.0320,1.0000,0,53,116,64
309.9624,2.0320,1.0000,0,53,116,64
317.4559,2.0320,1.0000,0,53,116,64
325.1305,2.0320,1.0000,0,53,116,64
332.9906,2.0320,1.0000,0,53,116,64
341.0408,2.0320,1.0000,0,53,116,64
349.2856,2.0320,1.0000,0,53,116,64
357.7297,2.0320,1.0000,0,53,116,64
366.3780,2.0320,1.0000,0,53,116,64
375.2353,2.0320,1.0000,0,53,116,64
384.3068,2.0320,1.0000,0,53,116,64
393.5975,2.0320,1.0000,0,53,116,64
403.1129,2.0320,1.0000,0,53,116,64
412.8583,2.0320,1.0000,0,53,116,64
422.8393,2.0320,1.0000,0,53,116,64
433.0616,2.0320,1.0000,0,53,116,64
443.5310,2.0320,1.0000,0,53,116,64
454.2536,2.0320,1.0000,0,53,116,64
465.2353,2.0320,1.0000,0,53,116,64
476.4826,2.0320,1.0000,0,53,116,64
488.0017,2.0320,1.0000,0,53,116,64
499.7993,2.0320,1.0000,0,53,116,64
511.8822,2.0320,1.0000,0,53,116,64
524.2571,2.0320,1.0000,0,53,116,64
536.9313,2.0320,1.0000,0,53,116,64
549.9118,2.0320,1.0000,0,53,116,64
563.2061,2.0320,1.0000,0,53,116,64
576.8218,2.0320,1.0000,0,53,116,64
590.7667,2.0320,1.0000,0,53,116,64
605.0487,2.0320,1.0000,0,53,116,64
619.6760,2.0320,1.0000,0,53,116,64
634.6569,2.0320,1.0000,0,53,116,64
650.0000,2.0320,1.0000,0,53,116,64
250.0000,2.0340,1.6849,0,53,116,64
