rank,tuple,E_pred,rel_error,Q_v2,below_additive_MeV
660,"(4,1,-1,-3,6,10)",1862.921362,-0.00676507,0,13.6226
661,"(4,1,-1,-2,6,10)",1862.921362,-0.00676507,0,13.6226
662,"(4,1,-1,-1,6,10)",1862.921362,-0.00676507,0,13.6226
663,"(4,1,-1,0,6,10)",1862.921362,-0.00676507,0,13.6226
664,"(4,1,-1,1,6,10)",1862.921362,-0.00676507,0,13.6226
665,"(4,1,-1,2,6,10)",1862.921362,-0.00676507,0,13.6226
666,"(4,1,0,-4,6,10)",1862.921362,-0.00676507,0,13.6226
667,"(4,1,0,-3,6,10)",1862.921362,-0.00676507,0,13.6226
668,"(4,1,0,-2,6,10)",1862.921362,-0.00676507,0,13.6226
669,"(4,1,0,-1,6,10)",1862.921362,-0.00676507,0,13.6226
670,"(4,1,0,0,6,10)",1862.921362,-0.00676507,0,13.6226
671,"(4,1,0,1,6,10)",1862.921362,-0.00676507,0,13.6226
672,"(4,1,0,2,6,10)",1862.921362,-0.00676507,0,13.6226
673,"(4,1,1,-4,6,10)",1862.921362,-0.00676507,0,13.6226
674,"(4,1,1,-3,6,10)",1862.921362,-0.00676507,0,13.6226
675,"(4,1,1,-2,6,10)",1862.921362,-0.00676507,0,13.6226
676,"(4,1,1,-1,6,10)",1862.921362,-0.00676507,0,13.6226
677,"(4,1,1,0,6,10)",1862.921362,-0.00676507,0,13.6226
678,"(4,1,1,1,6,10)",1862.921362,-0.00676507,0,13.6226
679,"(4,1,1,2,6,10)",1862.921362,-0.00676507,0,13.6226
680,"(4,1,2,-4,6,10)",1862.921362,-0.00676507,0,13.6226
681,"(4,1,2,-3,6,10)",1862.921362,-0.00676507,0,13.6226
682,"(4,1,2,-2,6,10)",1862.921362,-0.00676507,0,13.6226
683,"(4,1,2,-1,6,10)",1862.921362,-0.00676507,0,13.6226
684,"(4,1,2,0,6,10)",1862.921362,-0.00676507,0,13.6226
685,"(4,1,2,1,6,10)",1862.921362,-0.00676507,0,13.6226
686,"(4,1,2,2,6,10)",1862.921362,-0.00676507,0,13.6226
687,"(3,-1,-4,-4,6,10)",1862.749033,-0.00685695,0,13.7950
688,"(3,-1,-4,-3,6,10)",1862.749033,-0.00685695,0,13.7950
689,"(3,-1,-4,-2,6,10)",1862.749033,-0.00685695,0,13.7950
690,"(3,-1,-4,-1,6,10)",1862.749033,-0.00685695,0,13.7950
691,"(3,-1,-4,0,6,10)",1862.749033,-0.00685695,0,13.7950
692,"(3,-1,-4,1,6,10)",1862.749033,-0.00685695,0,13.7950
693,"(3,-1,-4,2,6,10)",1862.749033,-0.00685695,0,13.7950
694,"(3,-1,-3,-4,6,10)",1862.749033,-0.00685695,0,13.7950
695,"(3,-1,-3,-3,6,10)",1862.749033,-0.00685695,0,13.7950
696,"(3,-1,-3,-2,6,10)",1862.749033,-0.00685695,0,13.7950
697,"(3,-1,-3,-1,6,10)",1862.749033,-0.00685695,0,13.7950
698,"(3,-1,-3,0,6,10)",1862.749033,-0.00685695,0,13.7950
699,"(3,-1,-3,1,6,10)",1862.749033,-0.00685695,0,13.7950
700,"(3,-1,-3,2,6,10)",1862.749033,-0.00685695,0,13.7950
701,"(3,-1,-2,-4,6,10)",1862.749033,-0.00685695,0,13.7950
702,"(3,-1,-2,-3,6,10)",1862.749033,-0.00685695,0,13.7950
703,"(3,-1,-2,-2,6,10)",1862.749033,-0.00685695,0,13.7950
704,"(3,-1,-2,-1,6,10)",1862.749033,-0.00685695,0,13.7950
705,"(3,-1,-2,0,6,10)",1862.749033,-0.00685695,0,13.7950
706,"(3,-1,-2,1,6,10)",1862.749033,-0.00685695,0,13.7950
707,"(3,-1,-2,2,6,10)",1862.749033,-0.00685695,0,13.7950
708,"(3,-1,-1,-4,6,10)",1862.749033,-0.00685695,0,13.7950
709,"(3,-1,-1,-3,6,10)",1862.749033,-0.00685695,0,13.7950
710,"(3,-1,-1,-2,6,10)",1862.749033,-0.00685695,0,13.7950
711,"(3,-1,-1,-1,6,10)",1862.749033,-0.00685695,0,13.7950
712,"(3,-1,-1,0,6,10)",1862.749033,-0.00685695,0,13.7950
713,"(3,-1,-1,1,6,10)",1862.749033,-0.00685695,0,13.7950
714,"(3,-1,-1,2,6,10)",1862.749033,-0.00685695,0,13.7950
715,"(3,-1,0,-4,6,10)",1862.749033,-0.00685695,0,13.7950
716,"(3,-1,0,-3,6,10)",1862.749033,-0.00685695,0,13.7950
717,"(3,-1,0,-2,6,10)",1862.749033,-0.00685695,0,13.7950
718,"(3,-1,0,-1,6,10)",1862.749033,-0.00685695,0,13.7950
719,"(3,-1,0,0,6,10)",1862.749033,-0.00685695,0,13.7950
720,"(3,-1,0,1,6,10)",1862.749033,-0.00685695,0,13.7950
721,"(3,-1,0,2,6,10)",1862.749033,-0.00685695,0,13.7950
722,"(3,-1,1,-4,6,10)",1862.749033,-0.00685695,0,13.7950
723,"(3,-1,1,-3,6,10)",1862.749033,-0.00685695,0,13.7950
724,"(3,-1,1,-2,6,10)",1862.749033,-0.00685695,0,13.7950
725,"(3,-1,1,-1,6,10)",1862.749033,-0.00685695,0,13.7950
726,"(3,-1,1,0,6,10)",1862.749033,-0.00685695,0,13.7950
727,"(3,-1,1,1,6,10)",1862.749033,-0.00685695,0,13.7950
728,"(3,-1,1,2,6,10)",1862.749033,-0.00685695,0,13.7950
729,"(3,-1,2,-4,6,10)",1862.749033,-0.00685695,0,13.7950
730,"(3,-1,2,-3,6,10)",1862.749033,-0.00685695,0,13.7950
731,"(3,-1,2,-2,6,10)",1862.749033,-0.00685695,0,13.7950
732,"(3,-1,2,-1,6,10)",1862.749033,-0.00685695,0,13.7950
733,"(3,-1,2,0,6,10)",1862.749033,-0.00685695,0,13.7950
734,"(3,-1,2,1,6,10)",1862.749033,-0.00685695,0,13.7950
735,"(3,-1,2,2,6,10)",1862.749033,-0.00685695,0,13.7950
736,"(-2,3,-4,-4,6,10)",1862.576829,-0.00694876,0,13.9672
737,"(-2,3,-4,-3,6,10)",1862.576829,-0.00694876,0,13.9672
738,"(-2,3,-4,-2,6,10)",1862.576829,-0.00694876,0,13.9672
739,"(-2,3,-4,-1,6,10)",1862.576829,-0.00694876,0,13.9672
740,"(-2,3,-4,0,6,10)",1862.576829,-0.00694876,0,13.9672
741,"(-2,3,-4,1,6,10)",1862.576829,-0.00694876,0,13.9672
742,"(-2,3,-4,2,6,10)",1862.576829,-0.00694876,0,13.9672
743,"(-2,3,-3,-4,6,10)",1862.576829,-0.00694876,0,13.9672
744,"(-2,3,-3,-3,6,10)",1862.576829,-0.00694876,0,13.9672
745,"(-2,3,-3,-2,6,10)",1862.576829,-0.00694876,0,13.9672
746,"(-2,3,-3,-1,6,10)",1862.576829,-0.00694876,0,13.9672
747,"(-2,3,-3,0,6,10)",1862.576829,-0.00694876,0,13.9672
748,"(-2,3,-3,1,6,10)",1862.576829,-0.00694876,0,13.9672
749,"(-2,3,-3,2,6,10)",1862.576829,-0.00694876,0,13.9672
750,"(-2,3,-2,-4,6,10)",1862.576829,-0.00694876,0,13.9672
751,"(-2,3,-2,-3,6,10)",1862.576829,-0.00694876,0,13.9672
752,"(-2,3,-2,-2,6,10)",1862.576829,-0.00694876,0,13.9672
753,"(-2,3,-2,-1,6,10)",1862.576829,-0.00694876,0,13.9672
754,"(-2,3,-2,0,6,10)",1862.576829,-0.00694876,0,13.9672
755,"(-2,3,-2,1,6,10)",1862.576829,-0.00694876,0,13.9672
756,"(-2,3,-2,2,6,10)",1862.576829,-0.00694876,0,13.9672
757,"(-2,3,-1,-4,6,10)",1862.576829,-0.00694876,0,13.9672
758,"(-2,3,-1,-3,6,10)",1862.576829,-0.00694876,0,13.9672
759,"(-2,3,-1,-2,6,10)",1862.576829,-0.00694876,0,13.9672
760,"(-2,3,-1,-1,6,10)",1862.576829,-0.00694876,0,13.9672
761,"(-2,3,-1,0,6,10)",1862.576829,-0.00694876,0,13.9672
762,"(-2,3,-1,1,6,10)",1862.576829,-0.00694876,0,13.9672
763,"(-2,3,-1,2,6,10)",1862.576829,-0.00694876,0,13.9672
764,"(-2,3,0,-4,6,10)",1862.576829,-0.00694876,0,13.9672
765,"(-2,3,0,-3,6,10)",1862.576829,-0.00694876,0,13.9672
766,"(-2,3,0,-2,6,10)",1862.576829,-0.00694876,0,13.9672
767,"(-2,3,0,-1,6,10)",1862.576829,-0.00694876,0,13.9672
768,"(-2,3,0,0,6,10)",1862.576829,-0.00694876,0,13.9672
769,"(-2,3,0,1,6,10)",1862.576829,-0.00694876,0,13.9672
770,"(-2,3,0,2,6,10)",1862.576829,-0.00694876,0,13.9672
771,"(-2,3,1,-4,6,10)",1862.576829,-0.00694876,0,13.9672
772,"(-2,3,1,-3,6,10)",1862.576829,-0.00694876,0,13.9672
773,"(-2,3,1,-2,6,10)",1862.576829,-0.00694876,0,13.9672
774,"(-2,3,1,-1,6,10)",1862.576829,-0.00694876,0,13.9672
775,"(-2,3,1,0,6,10)",1862.576829,-0.00694876,0,13.9672
776,"(-2,3,1,1,6,10)",1862.576829,-0.00694876,0,13.9672
777,"(-2,3,1,2,6,10)",1862.576829,-0.00694876,0,13.9672
778,"(-2,3,2,-4,6,10)",1862.576829,-0.00694876,0,13.9672
779,"(-2,3,2,-3,6,10)",1862.576829,-0.00694876,0,13.9672
780,"(-2,3,2,-2,6,10)",1862.576829,-0.00694876,0,13.9672
781,"(-2,3,2,-1,6,10)",1862.576829,-0.00694876,0,13.9672
782,"(-2,3,2,0,6,10)",1862.576829,-0.00694876,0,13.9672
783,"(-2,3,2,1,6,10)",1862.576829,-0.00694876,0,13.9672
784,"(-2,3,2,2,6,10)",1862.576829,-0.00694876,0,13.9672
785,"(-1,5,-4,-4,6,10)",1862.404749,-0.00704051,1,14.1393
786,"(-1,5,-4,-3,6,10)",1862.404749,-0.00704051,1,14.1393
787,"(-1,5,-4,-2,6,10)",1862.404749,-0.00704051,1,14.1393
788,"(-1,5,-4,-1,6,10)",1862.404749,-0.00704051,1,14.1393
789,"(-1,5,-4,0,6,10)",1862.404749,-0.00704051,1,14.1393
790,"(-1,5,-4,1,6,10)",1862.404749,-0.00704051,1,14.1393
791,"(-1,5,-4,2,6,10)",1862.404749,-0.00704051,1,14.1393
792,"(-1,5,-3,-4,6,10)",1862.404749,-0.00704051,1,14.1393
793,"(-1,5,-3,-3,6,10)",1862.404749,-0.00704051,1,14.1393
794,"(-1,5,-3,-2,6,10)",1862.404749,-0.00704051,1,14.1393
795,"(-1,5,-3,-1,6,10)",1862.404749,-0.00704051,1,14.1393
796,"(-1,5,-3,0,6,10)",1862.404749,-0.00704051,1,14.1393
797,"(-1,5,-3,1,6,10)",1862.404749,-0.00704051,1,14.1393
798,"(-1,5,-3,2,6,10)",1862.404749,-0.00704051,1,14.1393
799,"(-1,5,-2,-4,6,10)",1862.404749,-0.00704051,1,14.1393
800,"(-1,5,-2,-3,6,10)",1862.404749,-0.00704051,1,14.1393
801,"(-1,5,-2,-2,6,10)",1862.404749,-0.00704051,1,14.1393
802,"(-1,5,-2,-1,6,10)",1862.404749,-0.00704051,1,14.1393
803,"(-1,5,-2,0,6,10)",1862.404749,-0.00704051,1,14.1393
804,"(-1,5,-2,1,6,10)",1862.404749,-0.00704051,1,14.1393
805,"(-1,5,-2,2,6,10)",1862.404749,-0.00704051,1,14.1393
806,"(-1,5,-1,-4,6,10)",1862.404749,-0.00704051,1,14.1393
807,"(-1,5,-1,-3,6,10)",1862.404749,-0.00704051,1,14.1393
808,"(-1,5,-1,-2,6,10)",1862.404749,-0.00704051,1,14.1393
809,"(-1,5,-1,-1,6,10)",1862.404749,-0.00704051,1,14.1393
810,"(-1,5,-1,0,6,10)",1862.404749,-0.00704051,1,14.1393
811,"(-1,5,-1,1,6,10)",1862.404749,-0.00704051,1,14.1393
812,"(-1,5,-1,2,6,10)",1862.404749,-0.00704051,1,14.1393
813,"(-1,5,0,-4,6,10)",1862.404749,-0.00704051,1,14.1393
814,"(-1,5,0,-3,6,10)",1862.404749,-0.00704051,1,14.1393
815,"(-1,5,0,-2,6,10)",1862.404749,-0.00704051,1,14.1393
816,"(-1,5,0,-1,6,10)",1862.404749,-0.00704051,1,14.1393
817,"(-1,5,0,0,6,10)",1862.404749,-0.00704051,1,14.1393
818,"(-1,5,0,1,6,10)",1862.404749,-0.00704051,1,14.1393
819,"(-1,5,0,2,6,10)",1862.404749,-0.00704051,1,14.1393
820,"(-1,5,1,-4,6,10)",1862.404749,-0.00704051,1,14.1393
821,"(-1,5,1,-3,6,10)",1862.404749,-0.00704051,1,14.1393
822,"(-1,5,1,-2,6,10)",1862.404749,-0.00704051,1,14.1393
823,"(-1,5,1,-1,6,10)",1862.404749,-0.00704051,1,14.1393
824,"(-1,5,1,0,6,10)",1862.404749,-0.00704051,1,14.1393
825,"(-1,5,1,1,6,10)",1862.404749,-0.00704051,1,14.1393
826,"(-1,5,1,2,6,10)",1862.404749,-0.00704051,1,14.1393
827,"(-1,5,2,-4,6,10)",1862.404749,-0.00704051,1,14.1393
828,"(-1,5,2,-3,6,10)",1862.404749,-0.00704051,1,14.1393
829,"(-1,5,2,-2,6,10)",1862.404749,-0.00704051,1,14.1393
830,"(-1,5,2,-1,6,10)",1862.404749,-0.00704051,1,14.1393
831,"(-1,5,2,0,6,10)",1862.404749,-0.00704051,1,14.1393
832,"(-1,5,2,1,6,10)",1862.404749,-0.00704051,1,14.1393
833,"(-1,5,2,2,6,10)",1862.404749,-0.00704051,1,14.1393
834,"(4,0,-4,-4,3,13)",1851.199490,-0.01301470,0,25.3445
835,"(4,0,-4,-3,3,13)",1851.199490,-0.01301470,0,25.3445
836,"(4,0,-4,-2,3,13)",1851.199490,-0.01301470,0,25.3445
837,"(4,0,-4,-1,3,13)",1851.199490,-0.01301470,0,25.3445
838,"(4,0,-4,0,3,13)",1851.199490,-0.01301470,0,25.3445
839,"(4,0,-4,1,3,13)",1851.199490,-0.01301470,0,25.3445
840,"(4,0,-4,2,3,13)",1851.199490,-0.01301470,0,25.3445
841,"(4,0,-3,-4,3,13)",1851.199490,-0.01301470,0,25.3445
842,"(4,0,-3,-3,3,13)",1851.199490,-0.01301470,0,25.3445
843,"(4,0,-3,-2,3,13)",1851.199490,-0.01301470,0,25.3445
844,"(4,0,-3,-1,3,13)",1851.199490,-0.01301470,0,25.3445
845,"(4,0,-3,0,3,13)",1851.199490,-0.01301470,0,25.3445
846,"(4,0,-3,1,3,13)",1851.199490,-0.01301470,0,25.3445
847,"(4,0,-3,2,3,13)",1851.199490,-0.01301470,0,25.3445
848,"(4,0,-2,-4,3,13)",1851.199490,-0.01301470,0,25.3445
849,"(4,0,-2,-3,3,13)",1851.199490,-0.01301470,0,25.3445
850,"(4,0,-2,-2,3,13)",1851.199490,-0.01301470,0,25.3445
851,"(4,0,-2,-1,3,13)",1851.199490,-0.01301470,0,25.3445
852,"(4,0,-2,0,3,13)",1851.199490,-0.01301470,0,25.3445
853,"(4,0,-2,1,3,13)",1851.199490,-0.01301470,0,25.3445
854,"(4,0,-2,2,3,13)",1851.199490,-0.01301470,0,25.3445
855,"(4,0,-1,-4,3,13)",1851.199490,-0.01301470,0,25.3445
856,"(4,0,-1,-3,3,13)",1851.199490,-0.01301470,0,25.3445
857,"(4,0,-1,-2,3,13)",1851.199490,-0.01301470,0,25.3445
858,"(4,0,-1,-1,3,13)",1851.199490,-0.01301470,0,25.3445
859,"(4,0,-1,0,3,13)",1851.199490,-0.01301470,0,25.3445
860,"(4,0,-1,1,3,13)",1851.199490,-0.01301470,0,25.3445
861,"(4,0,-1,2,3,13)",1851.199490,-0.01301470,0,25.3445
862,"(4,0,0,-4,3,13)",1851.199490,-0.01301470,0,25.3445
863,"(4,0,0,-3,3,13)",1851.199490,-0.01301470,0,25.3445
864,"(4,0,0,-2,3,13)",1851.199490,-0.01301470,0,25.3445
865,"(4,0,0,-1,3,13)",1851.199490,-0.01301470,0,25.3445
866,"(4,0,0,0,3,13)",1851.199490,-0.01301470,0,25.3445
867,"(4,0,0,1,3,13)",1851.199490,-0.01301470,0,25.3445
868,"(4,0,0,2,3,13)",1851.199490,-0.01301470,0,25.3445
869,"(4,0,1,-4,3,13)",1851.199490,-0.01301470,0,25.3445
870,"(4,0,1,-3,3,13)",1851.199490,-0.01301470,0,25.3445
871,"(4,0,1,-2,3,13)",1851.199490,-0.01301470,0,25.3445
872,"(4,0,1,-1,3,13)",1851.199490,-0.01301470,0,25.3445
873,"(4,0,1,0,3,13)",1851.199490,-0.01301470,0,25.3445
874,"(4,0,1,1,3,13)",1851.199490,-0.01301470,0,25.3445
875,"(4,0,1,2,3,13)",1851.199490,-0.01301470,0,25.3445
876,"(4,0,2,-4,3,13)",1851.199490,-0.01301470,0,25.3445
877,"(4,0,2,-3,3,13)",1851.199490,-0.01301470,0,25.3445
878,"(4,0,2,-2,3,13)",1851.199490,-0.01301470,0,25.3445
879,"(4,0,2,-1,3,13)",1851.199490,-0.01301470,0,25.3445
880,"(4,0,2,0,3,13)",1851.199490,-0.01301470,0,25.3445
881,"(4,0,2,1,3,13)",1851.199490,-0.01301470,0,25.3445
882,"(4,0,2,2,3,13)",1851.199490,-0.01301470,0,25.3445
883,"(-2,4,-4,-4,3,13)",1850.803360,-0.01322591,1,25.7406
884,"(-2,4,-4,-3,3,13)",1850.803360,-0.01322591,1,25.7406
885,"(-2,4,-4,-2,3,13)",1850.803360,-0.01322591,1,25.7406
886,"(-2,4,-4,-1,3,13)",1850.803360,-0.01322591,1,25.7406
887,"(-2,4,-4,0,3,13)",1850.803360,-0.01322591,1,25.7406
888,"(-2,4,-4,1,3,13)",1850.803360,-0.01322591,1,25.7406
889,"(-2,4,-4,2,3,13)",1850.803360,-0.01322591,1,25.7406
890,"(-2,4,-3,-4,3,13)",1850.803360,-0.01322591,1,25.7406
891,"(-2,4,-3,-3,3,13)",1850.803360,-0.01322591,1,25.7406
892,"(-2,4,-3,-2,3,13)",1850.803360,-0.01322591,1,25.7406
893,"(-2,4,-3,-1,3,13)",1850.803360,-0.01322591,1,25.7406
894,"(-2,4,-3,0,3,13)",1850.803360,-0.01322591,1,25.7406
895,"(-2,4,-3,1,3,13)",1850.803360,-0.01322591,1,25.7406
896,"(-2,4,-3,2,3,13)",1850.803360,-0.01322591,1,25.7406
897,"(-2,4,-2,-4,3,13)",1850.803360,-0.01322591,1,25.7406
898,"(-2,4,-2,-3,3,13)",1850.803360,-0.01322591,1,25.7406
899,"(-2,4,-2,-2,3,13)",1850.803360,-0.01322591,1,25.7406
900,"(-2,4,-2,-1,3,13)",1850.803360,-0.01322591,1,25.7406
901,"(-2,4,-2,0,3,13)",1850.803360,-0.01322591,1,25.7406
902,"(-2,4,-2,1,3,13)",1850.803360,-0.01322591,1,25.7406
903,"(-2,4,-2,2,3,13)",1850.803360,-0.01322591,1,25.7406
904,"(-2,4,-1,-4,3,13)",1850.803360,-0.01322591,1,25.7406
905,"(-2,4,-1,-3,3,13)",1850.803360,-0.01322591,1,25.7406
906,"(-2,4,-1,-2,3,13)",1850.803360,-0.01322591,1,25.7406
907,"(-2,4,-1,-1,3,13)",1850.803360,-0.01322591,1,25.7406
908,"(-2,4,-1,0,3,13)",1850.803360,-0.01322591,1,25.7406
909,"(-2,4,-1,1,3,13)",1850.803360,-0.01322591,1,25.7406
910,"(-2,4,-1,2,3,13)",1850.803360,-0.01322591,1,25.7406
911,"(-2,4,0,-4,3,13)",1850.803360,-0.01322591,1,25.7406
912,"(-2,4,0,-3,3,13)",1850.803360,-0.01322591,1,25.7406
913,"(-2,4,0,-2,3,13)",1850.803360,-0.01322591,1,25.7406
914,"(-2,4,0,-1,3,13)",1850.803360,-0.01322591,1,25.7406
915,"(-2,4,0,0,3,13)",1850.803360,-0.01322591,1,25.7406
916,"(-2,4,0,1,3,13)",1850.803360,-0.01322591,1,25.7406
917,"(-2,4,0,2,3,13)",1850.803360,-0.01322591,1,25.7406
918,"(-2,4,1,-4,3,13)",1850.803360,-0.01322591,1,25.7406
919,"(-2,4,1,-3,3,13)",1850.803360,-0.01322591,1,25.7406
920,"(-2,4,1,-2,3,13)",1850.803360,-0.01322591,1,25.7406
921,"(-2,4,1,-1,3,13)",1850.803360,-0.01322591,1,25.7406
922,"(-2,4,1,0,3,13)",1850.803360,-0.01322591,1,25.7406
923,"(-2,4,1,1,3,13)",1850.803360,-0.01322591,1,25.7406
924,"(-2,4,1,2,3,13)",1850.803360,-0.01322591,1,25.7406
925,"(-2,4,2,-4,3,13)",1850.803360,-0.01322591,1,25.7406
926,"(-2,4,2,-3,3,13)",1850.803360,-0.01322591,1,25.7406
927,"(-2,4,2,-2,3,13)",1850.803360,-0.01322591,1,25.7406
928,"(-2,4,2,-1,3,13)",1850.803360,-0.01322591,1,25.7406
929,"(-2,4,2,0,3,13)",1850.803360,-0.01322591,1,25.7406
930,"(-2,4,2,1,3,13)",1850.803360,-0.01322591,1,25.7406
931,"(-2,4,2,2,3,13)",1850.803360,-0.01322591,1,25.7406
932,"(4,4,-4,-4,6,11)",1840.909910,-0.01850070,-1,35.6341
933,"(4,4,-4,-3,6,11)",1840.909910,-0.01850070,-1,35.6341
934,"(4,4,-4,-2,6,11)",1840.909910,-0.01850070,-1,35.6341
935,"(4,4,-4,-1,6,11)",1840.909910,-0.01850070,-1,35.6341
936,"(4,4,-4,0,6,11)",1840.909910,-0.01850070,-1,35.6341
937,"(4,4,-4,1,6,11)",1840.909910,-0.01850070,-1,35.6341
938,"(4,4,-4,2,6,11)",1840.909910,-0.01850070,-1,35.6341
939,"(4,4,-3,-4,6,11)",1840.909910,-0.01850070,-1,35.6341
940,"(4,4,-3,-3,6,11)",1840.909910,-0.01850070,-1,35.6341
941,"(4,4,-3,-2,6,11)",1840.909910,-0.01850070,-1,35.6341
942,"(4,4,-3,-1,6,11)",1840.909910,-0.01850070,-1,35.6341
943,"(4,4,-3,0,6,11)",1840.909910,-0.01850070,-1,35.6341
944,"(4,4,-3,1,6,11)",1840.909910,-0.01850070,-1,35.6341
945,"(4,4,-3,2,6,11)",1840.909910,-0.01850070,-1,35.6341
946,"(4,4,-2,-4,6,11)",1840.909910,-0.01850070,-1,35.6341
947,"(4,4,-2,-3,6,11)",1840.909910,-0.01850070,-1,35.6341
948,"(4,4,-2,-2,6,11)",1840.909910,-0.01850070,-1,35.6341
949,"(4,4,-2,-1,6,11)",1840.909910,-0.01850070,-1,35.6341
950,"(4,4,-2,0,6,11)",1840.909910,-0.01850070,-1,35.6341
951,"(4,4,-2,1,6,11)",1840.909910,-0.01850070,-1,35.6341
952,"(4,4,-2,2,6,11)",1840.909910,-0.01850070,-1,35.6341
953,"(4,4,-1,-4,6,11)",1840.909910,-0.01850070,-1,35.6341
954,"(4,4,-1,-3,6,11)",1840.909910,-0.01850070,-1,35.6341
955,"(4,4,-1,-2,6,11)",1840.909910,-0.01850070,-1,35.6341
956,"(4,4,-1,-1,6,11)",1840.909910,-0.01850070,-1,35.6341
957,"(4,4,-1,0,6,11)",1840.909910,-0.01850070,-1,35.6341
958,"(4,4,-1,1,6,11)",1840.909910,-0.01850070,-1,35.6341
959,"(4,4,-1,2,6,11)",1840.909910,-0.01850070,-1,35.6341
960,"(4,4,0,-4,6,11)",1840.909910,-0.01850070,-1,35.6341
961,"(4,4,0,-3,6,11)",1840.909910,-0.01850070,-1,35.6341
962,"(4,4,0,-2,6,11)",1840.909910,-0.01850070,-1,35.6341
963,"(4,4,0,-1,6,11)",1840.909910,-0.01850070,-1,35.6341
964,"(4,4,0,0,6,11)",1840.909910,-0.01850070,-1,35.6341
965,"(4,4,0,1,6,11)",1840.909910,-0.01850070,-1,35.6341
966,"(4,4,0,2,6,11)",1840.909910,-0.01850070,-1,35.6341
967,"(4,4,1,-4,6,11)",1840.909910,-0.01850070,-1,35.6341
968,"(4,4,1,-3,6,11)",1840.909910,-0.01850070,-1,35.6341
969,"(4,4,1,-2,6,11)",1840.909910,-0.01850070,-1,35.6341
970,"(4,4,1,-1,6,11)",1840.909910,-0.01850070,-1,35.6341
971,"(4,4,1,0,6,11)",1840.909910,-0.01850070,-1,35.6341
972,"(4,4,1,1,6,11)",1840.909910,-0.01850070,-1,35.6341
973,"(4,4,1,2,6,11)",1840.909910,-0.01850070,-1,35.6341
974,"(4,4,2,-4,6,11)",1840.909910,-0.01850070,-1,35.6341
975,"(4,4,2,-3,6,11)",1840.909910,-0.01850070,-1,35.6341
976,"(4,4,2,-2,6,11)",1840.909910,-0.01850070,-1,35.6341
977,"(4,4,2,-1,6,11)",1840.909910,-0.01850070,-1,35.6341
978,"(4,4,2,0,6,11)",1840.909910,-0.01850070,-1,35.6341
979,"(4,4,2,1,6,11)",1840.909910,-0.01850070,-1,35.6341
980,"(4,4,2,2,6,11)",1840.909910,-0.01850070,-1,35.6341
