rank,tuple,E_pred,rel_error,Q_v2,below_additive_MeV
981,"(3,2,-4,-4,6,11)",1840.810048,-0.01855394,0,35.7340
982,"(3,2,-4,-3,6,11)",1840.810048,-0.01855394,0,35.7340
983,"(3,2,-4,-2,6,11)",1840.810048,-0.01855394,0,35.7340
984,"(3,2,-4,-1,6,11)",1840.810048,-0.01855394,0,35.7340
985,"(3,2,-4,0,6,11)",1840.810048,-0.01855394,0,35.7340
986,"(3,2,-4,1,6,11)",1840.810048,-0.01855394,0,35.7340
987,"(3,2,-4,2,6,11)",1840.810048,-0.01855394,0,35.7340
988,"(3,2,-3,-4,6,11)",1840.810048,-0.01855394,0,35.7340
989,"(3,2,-3,-3,6,11)",1840.810048,-0.01855394,0,35.7340
990,"(3,2,-3,-2,6,11)",1840.810048,-0.01855394,0,35.7340
991,"(3,2,-3,-1,6,11)",1840.810048,-0.01855394,0,35.7340
992,"(3,2,-3,0,6,11)",1840.810048,-0.01855394,0,35.7340
993,"(3,2,-3,1,6,11)",1840.810048,-0.01855394,0,35.7340
994,"(3,2,-3,2,6,11)",1840.810048,-0.01855394,0,35.7340
995,"(3,2,-2,-4,6,11)",1840.810048,-0.01855394,0,35.7340
996,"(3,2,-2,-3,6,11)",1840.810048,-0.01855394,0,35.7340
997,"(3,2,-2,-2,6,11)",1840.810048,-0.01855394,0,35.7340
998,"(3,2,-2,-1,6,11)",1840.810048,-0.01855394,0,35.7340
999,"(3,2,-2,0,6,11)",1840.810048,-0.01855394,0,35.7340
1000,"(3,2,-2,1,6,11)",1840.810048,-0.01855394,0,35.7340
1001,"(3,2,-2,2,6,11)",1840.810048,-0.01855394,0,35.7340
1002,"(3,2,-1,-4,6,11)",1840.810048,-0.01855394,0,35.7340
1003,"(3,2,-1,-3,6,11)",1840.810048,-0.01855394,0,35.7340
1004,"(3,2,-1,-2,6,11)",1840.810048,-0.01855394,0,35.7340
1005,"(3,2,-1,-1,6,11)",1840.810048,-0.01855394,0,35.7340
1006,"(3,2,-1,0,6,11)",1840.810048,-0.01855394,0,35.7340
1007,"(3,2,-1,1,6,11)",1840.810048,-0.01855394,0,35.7340
1008,"(3,2,-1,2,6,11)",1840.810048,-0.01855394,0,35.7340
1009,"(3,2,0,-4,6,11)",1840.810048,-0.01855394,0,35.7340
1010,"(3,2,0,-3,6,11)",1840.810048,-0.01855394,0,35.7340
1011,"(3,2,0,-2,6,11)",1840.810048,-0.01855394,0,35.7340
1012,"(3,2,0,-1,6,11)",1840.810048,-0.01855394,0,35.7340
1013,"(3,2,0,0,6,11)",1840.810048,-0.01855394,0,35.7340
1014,"(3,2,0,1,6,11)",1840.810048,-0.01855394,0,35.7340
1015,"(3,2,0,2,6,11)",1840.810048,-0.01855394,0,35.7340
1016,"(3,2,1,-4,6,11)",1840.810048,-0.01855394,0,35.7340
1017,"(3,2,1,-3,6,11)",1840.810048,-0.01855394,0,35.7340
1018,"(3,2,1,-2,6,11)",1840.810048,-0.01855394,0,35.7340
1019,"(3,2,1,-1,6,11)",1840.810048,-0.01855394,0,35.7340
1020,"(3,2,1,0,6,11)",1840.810048,-0.01855394,0,35.7340
1021,"(3,2,1,1,6,11)",1840.810048,-0.01855394,0,35.7340
1022,"(3,2,1,2,6,11)",1840.810048,-0.01855394,0,35.7340
1023,"(3,2,2,-4,6,11)",1840.810048,-0.01855394,0,35.7340
1024,"(3,2,2,-3,6,11)",1840.810048,-0.01855394,0,35.7340
1025,"(3,2,2,-2,6,11)",1840.810048,-0.01855394,0,35.7340
1026,"(3,2,2,-1,6,11)",1840.810048,-0.01855394,0,35.7340
1027,"(3,2,2,0,6,11)",1840.810048,-0.01855394,0,35.7340
1028,"(3,2,2,1,6,11)",1840.810048,-0.01855394,0,35.7340
1029,"(3,2,2,2,6,11)",1840.810048,-0.01855394,0,35.7340
1030,"(-2,0,-4,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1031,"(-2,0,-4,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1032,"(-2,0,-4,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1033,"(-2,0,-4,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1034,"(-2,0,-4,0,6,11)",1840.710323,-0.01860711,0,35.8337
1035,"(-2,0,-4,1,6,11)",1840.710323,-0.01860711,0,35.8337
1036,"(-2,0,-4,2,6,11)",1840.710323,-0.01860711,0,35.8337
1037,"(-2,0,-3,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1038,"(-2,0,-3,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1039,"(-2,0,-3,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1040,"(-2,0,-3,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1041,"(-2,0,-3,0,6,11)",1840.710323,-0.01860711,0,35.8337
1042,"(-2,0,-3,1,6,11)",1840.710323,-0.01860711,0,35.8337
1043,"(-2,0,-3,2,6,11)",1840.710323,-0.01860711,0,35.8337
1044,"(-2,0,-2,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1045,"(-2,0,-2,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1046,"(-2,0,-2,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1047,"(-2,0,-2,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1048,"(-2,0,-2,0,6,11)",1840.710323,-0.01860711,0,35.8337
1049,"(-2,0,-2,1,6,11)",1840.710323,-0.01860711,0,35.8337
1050,"(-2,0,-2,2,6,11)",1840.710323,-0.01860711,0,35.8337
1051,"(-2,0,-1,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1052,"(-2,0,-1,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1053,"(-2,0,-1,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1054,"(-2,0,-1,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1055,"(-2,0,-1,0,6,11)",1840.710323,-0.01860711,0,35.8337
1056,"(-2,0,-1,1,6,11)",1840.710323,-0.01860711,0,35.8337
1057,"(-2,0,-1,2,6,11)",1840.710323,-0.01860711,0,35.8337
1058,"(-2,0,0,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1059,"(-2,0,0,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1060,"(-2,0,0,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1061,"(-2,0,0,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1062,"(-2,0,0,0,6,11)",1840.710323,-0.01860711,0,35.8337
1063,"(-2,0,0,1,6,11)",1840.710323,-0.01860711,0,35.8337
1064,"(-2,0,0,2,6,11)",1840.710323,-0.01860711,0,35.8337
1065,"(-2,0,1,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1066,"(-2,0,1,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1067,"(-2,0,1,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1068,"(-2,0,1,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1069,"(-2,0,1,0,6,11)",1840.710323,-0.01860711,0,35.8337
1070,"(-2,0,1,1,6,11)",1840.710323,-0.01860711,0,35.8337
1071,"(-2,0,1,2,6,11)",1840.710323,-0.01860711,0,35.8337
1072,"(-2,0,2,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1073,"(-2,0,2,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1074,"(-2,0,2,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1075,"(-2,0,2,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1076,"(-2,0,2,0,6,11)",1840.710323,-0.01860711,0,35.8337
1077,"(-2,0,2,1,6,11)",1840.710323,-0.01860711,0,35.8337
1078,"(-2,0,2,2,6,11)",1840.710323,-0.01860711,0,35.8337
1079,"(2,0,-4,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1080,"(2,0,-4,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1081,"(2,0,-4,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1082,"(2,0,-4,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1083,"(2,0,-4,0,6,11)",1840.710323,-0.01860711,0,35.8337
1084,"(2,0,-4,1,6,11)",1840.710323,-0.01860711,0,35.8337
1085,"(2,0,-4,2,6,11)",1840.710323,-0.01860711,0,35.8337
1086,"(2,0,-3,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1087,"(2,0,-3,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1088,"(2,0,-3,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1089,"(2,0,-3,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1090,"(2,0,-3,0,6,11)",1840.710323,-0.01860711,0,35.8337
1091,"(2,0,-3,1,6,11)",1840.710323,-0.01860711,0,35.8337
1092,"(2,0,-3,2,6,11)",1840.710323,-0.01860711,0,35.8337
1093,"(2,0,-2,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1094,"(2,0,-2,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1095,"(2,0,-2,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1096,"(2,0,-2,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1097,"(2,0,-2,0,6,11)",1840.710323,-0.01860711,0,35.8337
1098,"(2,0,-2,1,6,11)",1840.710323,-0.01860711,0,35.8337
1099,"(2,0,-2,2,6,11)",1840.710323,-0.01860711,0,35.8337
1100,"(2,0,-1,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1101,"(2,0,-1,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1102,"(2,0,-1,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1103,"(2,0,-1,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1104,"(2,0,-1,0,6,11)",1840.710323,-0.01860711,0,35.8337
1105,"(2,0,-1,1,6,11)",1840.710323,-0.01860711,0,35.8337
1106,"(2,0,-1,2,6,11)",1840.710323,-0.01860711,0,35.8337
1107,"(2,0,0,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1108,"(2,0,0,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1109,"(2,0,0,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1110,"(2,0,0,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1111,"(2,0,0,0,6,11)",1840.710323,-0.01860711,0,35.8337
1112,"(2,0,0,1,6,11)",1840.710323,-0.01860711,0,35.8337
1113,"(2,0,0,2,6,11)",1840.710323,-0.01860711,0,35.8337
1114,"(2,0,1,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1115,"(2,0,1,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1116,"(2,0,1,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1117,"(2,0,1,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1118,"(2,0,1,0,6,11)",1840.710323,-0.01860711,0,35.8337
1119,"(2,0,1,1,6,11)",1840.710323,-0.01860711,0,35.8337
1120,"(2,0,1,2,6,11)",1840.710323,-0.01860711,0,35.8337
1121,"(2,0,2,-4,6,11)",1840.710323,-0.01860711,0,35.8337
1122,"(2,0,2,-3,6,11)",1840.710323,-0.01860711,0,35.8337
1123,"(2,0,2,-2,6,11)",1840.710323,-0.01860711,0,35.8337
1124,"(2,0,2,-1,6,11)",1840.710323,-0.01860711,0,35.8337
1125,"(2,0,2,0,6,11)",1840.710323,-0.01860711,0,35.8337
1126,"(2,0,2,1,6,11)",1840.710323,-0.01860711,0,35.8337
1127,"(2,0,2,2,6,11)",1840.710323,-0.01860711,0,35.8337
1128,"(-1,2,-4,-4,6,11)",1840.610734,-0.01866020,1,35.9333
1129,"(-1,2,-4,-3,6,11)",1840.610734,-0.01866020,1,35.9333
1130,"(-1,2,-4,-2,6,11)",1840.610734,-0.01866020,1,35.9333
1131,"(-1,2,-4,-1,6,11)",1840.610734,-0.01866020,1,35.9333
1132,"(-1,2,-4,0,6,11)",1840.610734,-0.01866020,1,35.9333
1133,"(-1,2,-4,1,6,11)",1840.610734,-0.01866020,1,35.9333
1134,"(-1,2,-4,2,6,11)",1840.610734,-0.01866020,1,35.9333
1135,"(-1,2,-3,-4,6,11)",1840.610734,-0.01866020,1,35.9333
1136,"(-1,2,-3,-3,6,11)",1840.610734,-0.01866020,1,35.9333
1137,"(-1,2,-3,-2,6,11)",1840.610734,-0.01866020,1,35.9333
1138,"(-1,2,-3,-1,6,11)",1840.610734,-0.01866020,1,35.9333
1139,"(-1,2,-3,0,6,11)",1840.610734,-0.01866020,1,35.9333
1140,"(-1,2,-3,1,6,11)",1840.610734,-0.01866020,1,35.9333
1141,"(-1,2,-3,2,6,11)",1840.610734,-0.01866020,1,35.9333
1142,"(-1,2,-2,-4,6,11)",1840.610734,-0.01866020,1,35.9333
1143,"(-1,2,-2,-3,6,11)",1840.610734,-0.01866020,1,35.9333
1144,"(-1,2,-2,-2,6,11)",1840.610734,-0.01866020,1,35.9333
1145,"(-1,2,-2,-1,6,11)",1840.610734,-0.01866020,1,35.9333
1146,"(-1,2,-2,0,6,11)",1840.610734,-0.01866020,1,35.9333
1147,"(-1,2,-2,1,6,11)",1840.610734,-0.01866020,1,35.9333
1148,"(-1,2,-2,2,6,11)",1840.610734,-0.01866020,1,35.9333
1149,"(-1,2,-1,-4,6,11)",1840.610734,-0.01866020,1,35.9333
1150,"(-1,2,-1,-3,6,11)",1840.610734,-0.01866020,1,35.9333
1151,"(-1,2,-1,-2,6,11)",1840.610734,-0.01866020,1,35.9333
1152,"(-1,2,-1,-1,6,11)",1840.610734,-0.01866020,1,35.9333
1153,"(-1,2,-1,0,6,11)",1840.610734,-0.01866020,1,35.9333
1154,"(-1,2,-1,1,6,11)",1840.610734,-0.01866020,1,35.9333
1155,"(-1,2,-1,2,6,11)",1840.610734,-0.01866020,1,35.9333
1156,"(-1,2,0,-4,6,11)",1840.610734,-0.01866020,1,35.9333
1157,"(-1,2,0,-3,6,11)",1840.610734,-0.01866020,1,35.9333
1158,"(-1,2,0,-2,6,11)",1840.610734,-0.01866020,1,35.9333
1159,"(-1,2,0,-1,6,11)",1840.610734,-0.01866020,1,35.9333
1160,"(-1,2,0,0,6,11)",1840.610734,-0.01866020,1,35.9333
1161,"(-1,2,0,1,6,11)",1840.610734,-0.01866020,1,35.9333
1162,"(-1,2,0,2,6,11)",1840.610734,-0.01866020,1,35.9333
1163,"(-1,2,1,-4,6,11)",1840.610734,-0.01866020,1,35.9333
1164,"(-1,2,1,-3,6,11)",1840.610734,-0.01866020,1,35.9333
1165,"(-1,2,1,-2,6,11)",1840.610734,-0.01866020,1,35.9333
1166,"(-1,2,1,-1,6,11)",1840.610734,-0.01866020,1,35.9333
1167,"(-1,2,1,0,6,11)",1840.610734,-0.01866020,1,35.9333
1168,"(-1,2,1,1,6,11)",1840.610734,-0.01866020,1,35.9333
1169,"(-1,2,1,2,6,11)",1840.610734,-0.01866020,1,35.9333
1170,"(-1,2,2,-4,6,11)",1840.610734,-0.01866020,1,35.9333
1171,"(-1,2,2,-3,6,11)",1840.610734,-0.01866020,1,35.9333
1172,"(-1,2,2,-2,6,11)",1840.610734,-0.01866020,1,35.9333
1173,"(-1,2,2,-1,6,11)",1840.610734,-0.01866020,1,35.9333
1174,"(-1,2,2,0,6,11)",1840.610734,-0.01866020,1,35.9333
1175,"(-1,2,2,1,6,11)",1840.610734,-0.01866020,1,35.9333
1176,"(-1,2,2,2,6,11)",1840.610734,-0.01866020,1,35.9333
1177,"(0,4,-4,-4,6,11)",1840.511282,-0.01871323,0,36.0327
1178,"(0,4,-4,-3,6,11)",1840.511282,-0.01871323,0,36.0327
1179,"(0,4,-4,-2,6,11)",1840.511282,-0.01871323,0,36.0327
1180,"(0,4,-4,-1,6,11)",1840.511282,-0.01871323,0,36.0327
1181,"(0,4,-4,0,6,11)",1840.511282,-0.01871323,0,36.0327
1182,"(0,4,-4,1,6,11)",1840.511282,-0.01871323,0,36.0327
1183,"(0,4,-4,2,6,11)",1840.511282,-0.01871323,0,36.0327
1184,"(0,4,-3,-4,6,11)",1840.511282,-0.01871323,0,36.0327
1185,"(0,4,-3,-3,6,11)",1840.511282,-0.01871323,0,36.0327
1186,"(0,4,-3,-2,6,11)",1840.511282,-0.01871323,0,36.0327
1187,"(0,4,-3,-1,6,11)",1840.511282,-0.01871323,0,36.0327
1188,"(0,4,-3,0,6,11)",1840.511282,-0.01871323,0,36.0327
1189,"(0,4,-3,1,6,11)",1840.511282,-0.01871323,0,36.0327
1190,"(0,4,-3,2,6,11)",1840.511282,-0.01871323,0,36.0327
1191,"(0,4,-2,-4,6,11)",1840.511282,-0.01871323,0,36.0327
1192,"(0,4,-2,-3,6,11)",1840.511282,-0.01871323,0,36.0327
1193,"(0,4,-2,-2,6,11)",1840.511282,-0.01871323,0,36.0327
1194,"(0,4,-2,-1,6,11)",1840.511282,-0.01871323,0,36.0327
1195,"(0,4,-2,0,6,11)",1840.511282,-0.01871323,0,36.0327
1196,"(0,4,-2,1,6,11)",1840.511282,-0.01871323,0,36.0327
1197,"(0,4,-2,2,6,11)",1840.511282,-0.01871323,0,36.0327
1198,"(0,4,-1,-4,6,11)",1840.511282,-0.01871323,0,36.0327
1199,"(0,4,-1,-3,6,11)",1840.511282,-0.01871323,0,36.0327
1200,"(0,4,-1,-2,6,11)",1840.511282,-0.01871323,0,36.0327
1201,"(0,4,-1,-1,6,11)",1840.511282,-0.01871323,0,36.0327
1202,"(0,4,-1,0,6,11)",1840.511282,-0.01871323,0,36.0327
1203,"(0,4,-1,1,6,11)",1840.511282,-0.01871323,0,36.0327
1204,"(0,4,-1,2,6,11)",1840.511282,-0.01871323,0,36.0327
1205,"(0,4,0,-4,6,11)",1840.511282,-0.01871323,0,36.0327
1206,"(0,4,0,-3,6,11)",1840.511282,-0.01871323,0,36.0327
1207,"(0,4,0,-2,6,11)",1840.511282,-0.01871323,0,36.0327
1208,"(0,4,0,-1,6,11)",1840.511282,-0.01871323,0,36.0327
1209,"(0,4,0,0,6,11)",1840.511282,-0.01871323,0,36.0327
1210,"(0,4,0,1,6,11)",1840.511282,-0.01871323,0,36.0327
1211,"(0,4,0,2,6,11)",1840.511282,-0.01871323,0,36.0327
1212,"(0,4,1,-4,6,11)",1840.511282,-0.01871323,0,36.0327
1213,"(0,4,1,-3,6,11)",1840.511282,-0.01871323,0,36.0327
1214,"(0,4,1,-2,6,11)",1840.511282,-0.01871323,0,36.0327
1215,"(0,4,1,-1,6,11)",1840.511282,-0.01871323,0,36.0327
1216,"(0,4,1,0,6,11)",1840.511282,-0.01871323,0,36.0327
1217,"(0,4,1,1,6,11)",1840.511282,-0.01871323,0,36.0327
1218,"(0,4,1,2,6,11)",1840.511282,-0.01871323,0,36.0327
1219,"(0,4,2,-4,6,11)",1840.511282,-0.01871323,0,36.0327
1220,"(0,4,2,-3,6,11)",1840.511282,-0.01871323,0,36.0327
1221,"(0,4,2,-2,6,11)",1840.511282,-0.01871323,0,36.0327
1222,"(0,4,2,-1,6,11)",1840.511282,-0.01871323,0,36.0327
1223,"(0,4,2,0,6,11)",1840.511282,-0.01871323,0,36.0327
1224,"(0,4,2,1,6,11)",1840.511282,-0.01871323,0,36.0327
1225,"(0,4,2,2,6,11)",1840.511282,-0.01871323,0,36.0327
1226,"(4,0,-4,-4,6,9)",1839.716635,-0.01913690,0,36.8274
1227,"(4,0,-4,-3,6,9)",1839.716635,-0.01913690,0,36.8274
1228,"(4,0,-4,-2,6,9)",1839.716635,-0.01913690,0,36.8274
1229,"(4,0,-4,-1,6,9)",1839.716635,-0.01913690,0,36.8274
1230,"(4,0,-4,0,6,9)",1839.716635,-0.01913690,0,36.8274
1231,"(4,0,-4,1,6,9)",1839.716635,-0.01913690,0,36.8274
1232,"(4,0,-4,2,6,9)",1839.716635,-0.01913690,0,36.8274
1233,"(4,0,-3,-4,6,9)",1839.716635,-0.01913690,0,36.8274
1234,"(4,0,-3,-3,6,9)",1839.716635,-0.01913690,0,36.8274
1235,"(4,0,-3,-2,6,9)",1839.716635,-0.01913690,0,36.8274
1236,"(4,0,-3,-1,6,9)",1839.716635,-0.01913690,0,36.8274
1237,"(4,0,-3,0,6,9)",1839.716635,-0.01913690,0,36.8274
1238,"(4,0,-3,1,6,9)",1839.716635,-0.01913690,0,36.8274
1239,"(4,0,-3,2,6,9)",1839.716635,-0.01913690,0,36.8274
1240,"(4,0,-2,-4,6,9)",1839.716635,-0.01913690,0,36.8274
1241,"(4,0,-2,-3,6,9)",1839.716635,-0.01913690,0,36.8274
1242,"(4,0,-2,-2,6,9)",1839.716635,-0.01913690,0,36.8274
1243,"(4,0,-2,-1,6,9)",1839.716635,-0.01913690,0,36.8274
1244,"(4,0,-2,0,6,9)",1839.716635,-0.01913690,0,36.8274
1245,"(4,0,-2,1,6,9)",1839.716635,-0.01913690,0,36.8274
1246,"(4,0,-2,2,6,9)",1839.716635,-0.01913690,0,36.8274
1247,"(4,0,-1,-4,6,9)",1839.716635,-0.01913690,0,36.8274
1248,"(4,0,-1,-3,6,9)",1839.716635,-0.01913690,0,36.8274
1249,"(4,0,-1,-2,6,9)",1839.716635,-0.01913690,0,36.8274
1250,"(4,0,-1,-1,6,9)",1839.716635,-0.01913690,0,36.8274
1251,"(4,0,-1,0,6,9)",1839.716635,-0.01913690,0,36.8274
1252,"(4,0,-1,1,6,9)",1839.716635,-0.01913690,0,36.8274
1253,"(4,0,-1,2,6,9)",1839.716635,-0.01913690,0,36.8274
1254,"(4,0,0,-4,6,9)",1839.716635,-0.01913690,0,36.8274
1255,"(4,0,0,-3,6,9)",1839.716635,-0.01913690,0,36.8274
1256,"(4,0,0,-2,6,9)",1839.716635,-0.01913690,0,36.8274
1257,"(4,0,0,-1,6,9)",1839.716635,-0.01913690,0,36.8274
1258,"(4,0,0,0,6,9)",1839.716635,-0.01913690,0,36.8274
1259,"(4,0,0,1,6,9)",1839.716635,-0.01913690,0,36.8274
1260,"(4,0,0,2,6,9)",1839.716635,-0.01913690,0,36.8274
1261,"(4,0,1,-4,6,9)",1839.716635,-0.01913690,0,36.8274
1262,"(4,0,1,-3,6,9)",1839.716635,-0.01913690,0,36.8274
1263,"(4,0,1,-2,6,9)",1839.716635,-0.01913690,0,36.8274
1264,"(4,0,1,-1,6,9)",1839.716635,-0.01913690,0,36.8274
1265,"(4,0,1,0,6,9)",1839.716635,-0.01913690,0,36.8274
1266,"(4,0,1,1,6,9)",1839.716635,-0.01913690,0,36.8274
1267,"(4,0,1,2,6,9)",1839.716635,-0.01913690,0,36.8274
1268,"(4,0,2,-4,6,9)",1839.716635,-0.01913690,0,36.8274
1269,"(4,0,2,-3,6,9)",1839.716635,-0.01913690,0,36.8274
1270,"(4,0,2,-2,6,9)",1839.716635,-0.01913690,0,36.8274
1271,"(4,0,2,-1,6,9)",1839.716635,-0.01913690,0,36.8274
1272,"(4,0,2,0,6,9)",1839.716635,-0.01913690,0,36.8274
1273,"(4,0,2,1,6,9)",1839.716635,-0.01913690,0,36.8274
1274,"(4,0,2,2,6,9)",1839.716635,-0.01913690,0,36.8274
1275,"(-2,4,-4,-4,6,9)",1839.318032,-0.01934942,1,37.2260
1276,"(-2,4,-4,-3,6,9)",1839.318032,-0.01934942,1,37.2260
1277,"(-2,4,-4,-2,6,9)",1839.318032,-0.01934942,1,37.2260
1278,"(-2,4,-4,-1,6,9)",1839.318032,-0.01934942,1,37.2260
1279,"(-2,4,-4,0,6,9)",1839.318032,-0.01934942,1,37.2260
1280,"(-2,4,-4,1,6,9)",1839.318032,-0.01934942,1,37.2260
1281,"(-2,4,-4,2,6,9)",1839.318032,-0.01934942,1,37.2260
1282,"(-2,4,-3,-4,6,9)",1839.318032,-0.01934942,1,37.2260
1283,"(-2,4,-3,-3,6,9)",1839.318032,-0.01934942,1,37.2260
1284,"(-2,4,-3,-2,6,9)",1839.318032,-0.01934942,1,37.2260
1285,"(-2,4,-3,-1,6,9)",1839.318032,-0.01934942,1,37.2260
1286,"(-2,4,-3,0,6,9)",1839.318032,-0.01934942,1,37.2260
1287,"(-2,4,-3,1,6,9)",1839.318032,-0.01934942,1,37.2260
1288,"(-2,4,-3,2,6,9)",1839.318032,-0.01934942,1,37.2260
1289,"(-2,4,-2,-4,6,9)",1839.318032,-0.01934942,1,37.2260
1290,"(-2,4,-2,-3,6,9)",1839.318032,-0.01934942,1,37.2260
1291,"(-2,4,-2,-2,6,9)",1839.318032,-0.01934942,1,37.2260
1292,"(-2,4,-2,-1,6,9)",1839.318032,-0.01934942,1,37.2260
1293,"(-2,4,-2,0,6,9)",1839.318032,-0.01934942,1,37.2260
1294,"(-2,4,-2,1,6,9)",1839.318032,-0.01934942,1,37.2260
1295,"(-2,4,-2,2,6,9)",1839.318032,-0.01934942,1,37.2260
1296,"(-2,4,-1,-4,6,9)",1839.318032,-0.01934942,1,37.2260
1297,"(-2,4,-1,-3,6,9)",1839.318032,-0.01934942,1,37.2260
1298,"(-2,4,-1,-2,6,9)",1839.318032,-0.01934942,1,37.2260
1299,"(-2,4,-1,-1,6,9)",1839.318032,-0.01934942,1,37.2260
