rank,tuple,E_pred,rel_error,Q_v2,below_additive_MeV
1300,"(-2,4,-1,0,6,9)",1839.318032,-0.01934942,1,37.2260
1301,"(-2,4,-1,1,6,9)",1839.318032,-0.01934942,1,37.2260
1302,"(-2,4,-1,2,6,9)",1839.318032,-0.01934942,1,37.2260
1303,"(-2,4,0,-4,6,9)",1839.318032,-0.01934942,1,37.2260
1304,"(-2,4,0,-3,6,9)",1839.318032,-0.01934942,1,37.2260
1305,"(-2,4,0,-2,6,9)",1839.318032,-0.01934942,1,37.2260
1306,"(-2,4,0,-1,6,9)",1839.318032,-0.01934942,1,37.2260
1307,"(-2,4,0,0,6,9)",1839.318032,-0.01934942,1,37.2260
1308,"(-2,4,0,1,6,9)",1839.318032,-0.01934942,1,37.2260
1309,"(-2,4,0,2,6,9)",1839.318032,-0.01934942,1,37.2260
1310,"(-2,4,1,-4,6,9)",1839.318032,-0.01934942,1,37.2260
1311,"(-2,4,1,-3,6,9)",1839.318032,-0.01934942,1,37.2260
1312,"(-2,4,1,-2,6,9)",1839.318032,-0.01934942,1,37.2260
1313,"(-2,4,1,-1,6,9)",1839.318032,-0.01934942,1,37.2260
1314,"(-2,4,1,0,6,9)",1839.318032,-0.01934942,1,37.2260
1315,"(-2,4,1,1,6,9)",1839.318032,-0.01934942,1,37.2260
1316,"(-2,4,1,2,6,9)",1839.318032,-0.01934942,1,37.2260
1317,"(-2,4,2,-4,6,9)",1839.318032,-0.01934942,1,37.2260
1318,"(-2,4,2,-3,6,9)",1839.318032,-0.01934942,1,37.2260
1319,"(-2,4,2,-2,6,9)",1839.318032,-0.01934942,1,37.2260
1320,"(-2,4,2,-1,6,9)",1839.318032,-0.01934942,1,37.2260
1321,"(-2,4,2,0,6,9)",1839.318032,-0.01934942,1,37.2260
1322,"(-2,4,2,1,6,9)",1839.318032,-0.01934942,1,37.2260
1323,"(-2,4,2,2,6,9)",1839.318032,-0.01934942,1,37.2260
1324,"(4,3,-4,-4,3,14)",1839.054614,-0.01948987,0,37.4894
1325,"(4,3,-4,-3,3,14)",1839.054614,-0.01948987,0,37.4894
1326,"(4,3,-4,-2,3,14)",1839.054614,-0.01948987,0,37.4894
1327,"(4,3,-4,-1,3,14)",1839.054614,-0.01948987,0,37.4894
1328,"(4,3,-4,0,3,14)",1839.054614,-0.01948987,0,37.4894
1329,"(4,3,-4,1,3,14)",1839.054614,-0.01948987,0,37.4894
1330,"(4,3,-4,2,3,14)",1839.054614,-0.01948987,0,37.4894
1331,"(4,3,-3,-4,3,14)",1839.054614,-0.01948987,0,37.4894
1332,"(4,3,-3,-3,3,14)",1839.054614,-0.01948987,0,37.4894
1333,"(4,3,-3,-2,3,14)",1839.054614,-0.01948987,0,37.4894
1334,"(4,3,-3,-1,3,14)",1839.054614,-0.01948987,0,37.4894
1335,"(4,3,-3,0,3,14)",1839.054614,-0.01948987,0,37.4894
1336,"(4,3,-3,1,3,14)",1839.054614,-0.01948987,0,37.4894
1337,"(4,3,-3,2,3,14)",1839.054614,-0.01948987,0,37.4894
1338,"(4,3,-2,-4,3,14)",1839.054614,-0.01948987,0,37.4894
1339,"(4,3,-2,-3,3,14)",1839.054614,-0.01948987,0,37.4894
1340,"(4,3,-2,-2,3,14)",1839.054614,-0.01948987,0,37.4894
1341,"(4,3,-2,-1,3,14)",1839.054614,-0.01948987,0,37.4894
1342,"(4,3,-2,0,3,14)",1839.054614,-0.01948987,0,37.4894
1343,"(4,3,-2,1,3,14)",1839.054614,-0.01948987,0,37.4894
1344,"(4,3,-2,2,3,14)",1839.054614,-0.01948987,0,37.4894
1345,"(4,3,-1,-4,3,14)",1839.054614,-0.01948987,0,37.4894
1346,"(4,3,-1,-3,3,14)",1839.054614,-0.01948987,0,37.4894
1347,"(4,3,-1,-2,3,14)",1839.054614,-0.01948987,0,37.4894
1348,"(4,3,-1,-1,3,14)",1839.054614,-0.01948987,0,37.4894
1349,"(4,3,-1,0,3,14)",1839.054614,-0.01948987,0,37.4894
1350,"(4,3,-1,1,3,14)",1839.054614,-0.01948987,0,37.4894
1351,"(4,3,-1,2,3,14)",1839.054614,-0.01948987,0,37.4894
1352,"(4,3,0,-4,3,14)",1839.054614,-0.01948987,0,37.4894
1353,"(4,3,0,-3,3,14)",1839.054614,-0.01948987,0,37.4894
1354,"(4,3,0,-2,3,14)",1839.054614,-0.01948987,0,37.4894
1355,"(4,3,0,-1,3,14)",1839.054614,-0.01948987,0,37.4894
1356,"(4,3,0,0,3,14)",1839.054614,-0.01948987,0,37.4894
1357,"(4,3,0,1,3,14)",1839.054614,-0.01948987,0,37.4894
1358,"(4,3,0,2,3,14)",1839.054614,-0.01948987,0,37.4894
1359,"(4,3,1,-4,3,14)",1839.054614,-0.01948987,0,37.4894
1360,"(4,3,1,-3,3,14)",1839.054614,-0.01948987,0,37.4894
1361,"(4,3,1,-2,3,14)",1839.054614,-0.01948987,0,37.4894
1362,"(4,3,1,-1,3,14)",1839.054614,-0.01948987,0,37.4894
1363,"(4,3,1,0,3,14)",1839.054614,-0.01948987,0,37.4894
1364,"(4,3,1,1,3,14)",1839.054614,-0.01948987,0,37.4894
1365,"(4,3,1,2,3,14)",1839.054614,-0.01948987,0,37.4894
1366,"(4,3,2,-4,3,14)",1839.054614,-0.01948987,0,37.4894
1367,"(4,3,2,-3,3,14)",1839.054614,-0.01948987,0,37.4894
1368,"(4,3,2,-2,3,14)",1839.054614,-0.01948987,0,37.4894
1369,"(4,3,2,-1,3,14)",1839.054614,-0.01948987,0,37.4894
1370,"(4,3,2,0,3,14)",1839.054614,-0.01948987,0,37.4894
1371,"(4,3,2,1,3,14)",1839.054614,-0.01948987,0,37.4894
1372,"(4,3,2,2,3,14)",1839.054614,-0.01948987,0,37.4894
1373,"(3,1,-4,-4,3,14)",1838.929784,-0.01955642,0,37.6142
1374,"(3,1,-4,-3,3,14)",1838.929784,-0.01955642,0,37.6142
1375,"(3,1,-4,-2,3,14)",1838.929784,-0.01955642,0,37.6142
1376,"(3,1,-4,-1,3,14)",1838.929784,-0.01955642,0,37.6142
1377,"(3,1,-4,0,3,14)",1838.929784,-0.01955642,0,37.6142
1378,"(3,1,-4,1,3,14)",1838.929784,-0.01955642,0,37.6142
1379,"(3,1,-4,2,3,14)",1838.929784,-0.01955642,0,37.6142
1380,"(3,1,-3,-4,3,14)",1838.929784,-0.01955642,0,37.6142
1381,"(3,1,-3,-3,3,14)",1838.929784,-0.01955642,0,37.6142
1382,"(3,1,-3,-2,3,14)",1838.929784,-0.01955642,0,37.6142
1383,"(3,1,-3,-1,3,14)",1838.929784,-0.01955642,0,37.6142
1384,"(3,1,-3,0,3,14)",1838.929784,-0.01955642,0,37.6142
1385,"(3,1,-3,1,3,14)",1838.929784,-0.01955642,0,37.6142
1386,"(3,1,-3,2,3,14)",1838.929784,-0.01955642,0,37.6142
1387,"(3,1,-2,-4,3,14)",1838.929784,-0.01955642,0,37.6142
1388,"(3,1,-2,-3,3,14)",1838.929784,-0.01955642,0,37.6142
1389,"(3,1,-2,-2,3,14)",1838.929784,-0.01955642,0,37.6142
1390,"(3,1,-2,-1,3,14)",1838.929784,-0.01955642,0,37.6142
1391,"(3,1,-2,0,3,14)",1838.929784,-0.01955642,0,37.6142
1392,"(3,1,-2,1,3,14)",1838.929784,-0.01955642,0,37.6142
1393,"(3,1,-2,2,3,14)",1838.929784,-0.01955642,0,37.6142
1394,"(3,1,-1,-4,3,14)",1838.929784,-0.01955642,0,37.6142
1395,"(3,1,-1,-3,3,14)",1838.929784,-0.01955642,0,37.6142
1396,"(3,1,-1,-2,3,14)",1838.929784,-0.01955642,0,37.6142
1397,"(3,1,-1,-1,3,14)",1838.929784,-0.01955642,0,37.6142
1398,"(3,1,-1,0,3,14)",1838.929784,-0.01955642,0,37.6142
1399,"(3,1,-1,1,3,14)",1838.929784,-0.01955642,0,37.6142
1400,"(3,1,-1,2,3,14)",1838.929784,-0.01955642,0,37.6142
1401,"(3,1,0,-4,3,14)",1838.929784,-0.01955642,0,37.6142
1402,"(3,1,0,-3,3,14)",1838.929784,-0.01955642,0,37.6142
1403,"(3,1,0,-2,3,14)",1838.929784,-0.01955642,0,37.6142
1404,"(3,1,0,-1,3,14)",1838.929784,-0.01955642,0,37.6142
1405,"(3,1,0,0,3,14)",1838.929784,-0.01955642,0,37.6142
1406,"(3,1,0,1,3,14)",1838.929784,-0.01955642,0,37.6142
1407,"(3,1,0,2,3,14)",1838.929784,-0.01955642,0,37.6142
1408,"(3,1,1,-4,3,14)",1838.929784,-0.01955642,0,37.6142
1409,"(3,1,1,-3,3,14)",1838.929784,-0.01955642,0,37.6142
1410,"(3,1,1,-2,3,14)",1838.929784,-0.01955642,0,37.6142
1411,"(3,1,1,-1,3,14)",1838.929784,-0.01955642,0,37.6142
1412,"(3,1,1,0,3,14)",1838.929784,-0.01955642,0,37.6142
1413,"(3,1,1,1,3,14)",1838.929784,-0.01955642,0,37.6142
1414,"(3,1,1,2,3,14)",1838.929784,-0.01955642,0,37.6142
1415,"(3,1,2,-4,3,14)",1838.929784,-0.01955642,0,37.6142
1416,"(3,1,2,-3,3,14)",1838.929784,-0.01955642,0,37.6142
1417,"(3,1,2,-2,3,14)",1838.929784,-0.01955642,0,37.6142
1418,"(3,1,2,-1,3,14)",1838.929784,-0.01955642,0,37.6142
1419,"(3,1,2,0,3,14)",1838.929784,-0.01955642,0,37.6142
1420,"(3,1,2,1,3,14)",1838.929784,-0.01955642,0,37.6142
1421,"(3,1,2,2,3,14)",1838.929784,-0.01955642,0,37.6142
1422,"(-2,1,-4,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1423,"(-2,1,-4,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1424,"(-2,1,-4,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1425,"(-2,1,-4,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1426,"(-2,1,-4,0,3,14)",1838.805087,-0.01962290,0,37.7389
1427,"(-2,1,-4,1,3,14)",1838.805087,-0.01962290,0,37.7389
1428,"(-2,1,-4,2,3,14)",1838.805087,-0.01962290,0,37.7389
1429,"(-2,1,-3,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1430,"(-2,1,-3,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1431,"(-2,1,-3,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1432,"(-2,1,-3,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1433,"(-2,1,-3,0,3,14)",1838.805087,-0.01962290,0,37.7389
1434,"(-2,1,-3,1,3,14)",1838.805087,-0.01962290,0,37.7389
1435,"(-2,1,-3,2,3,14)",1838.805087,-0.01962290,0,37.7389
1436,"(-2,1,-2,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1437,"(-2,1,-2,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1438,"(-2,1,-2,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1439,"(-2,1,-2,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1440,"(-2,1,-2,0,3,14)",1838.805087,-0.01962290,0,37.7389
1441,"(-2,1,-2,1,3,14)",1838.805087,-0.01962290,0,37.7389
1442,"(-2,1,-2,2,3,14)",1838.805087,-0.01962290,0,37.7389
1443,"(-2,1,-1,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1444,"(-2,1,-1,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1445,"(-2,1,-1,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1446,"(-2,1,-1,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1447,"(-2,1,-1,0,3,14)",1838.805087,-0.01962290,0,37.7389
1448,"(-2,1,-1,1,3,14)",1838.805087,-0.01962290,0,37.7389
1449,"(-2,1,-1,2,3,14)",1838.805087,-0.01962290,0,37.7389
1450,"(-2,1,0,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1451,"(-2,1,0,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1452,"(-2,1,0,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1453,"(-2,1,0,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1454,"(-2,1,0,0,3,14)",1838.805087,-0.01962290,0,37.7389
1455,"(-2,1,0,1,3,14)",1838.805087,-0.01962290,0,37.7389
1456,"(-2,1,0,2,3,14)",1838.805087,-0.01962290,0,37.7389
1457,"(-2,1,1,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1458,"(-2,1,1,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1459,"(-2,1,1,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1460,"(-2,1,1,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1461,"(-2,1,1,0,3,14)",1838.805087,-0.01962290,0,37.7389
1462,"(-2,1,1,1,3,14)",1838.805087,-0.01962290,0,37.7389
1463,"(-2,1,1,2,3,14)",1838.805087,-0.01962290,0,37.7389
1464,"(-2,1,2,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1465,"(-2,1,2,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1466,"(-2,1,2,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1467,"(-2,1,2,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1468,"(-2,1,2,0,3,14)",1838.805087,-0.01962290,0,37.7389
1469,"(-2,1,2,1,3,14)",1838.805087,-0.01962290,0,37.7389
1470,"(-2,1,2,2,3,14)",1838.805087,-0.01962290,0,37.7389
1471,"(2,-1,-4,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1472,"(2,-1,-4,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1473,"(2,-1,-4,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1474,"(2,-1,-4,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1475,"(2,-1,-4,0,3,14)",1838.805087,-0.01962290,0,37.7389
1476,"(2,-1,-4,1,3,14)",1838.805087,-0.01962290,0,37.7389
1477,"(2,-1,-4,2,3,14)",1838.805087,-0.01962290,0,37.7389
1478,"(2,-1,-3,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1479,"(2,-1,-3,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1480,"(2,-1,-3,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1481,"(2,-1,-3,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1482,"(2,-1,-3,0,3,14)",1838.805087,-0.01962290,0,37.7389
1483,"(2,-1,-3,1,3,14)",1838.805087,-0.01962290,0,37.7389
1484,"(2,-1,-3,2,3,14)",1838.805087,-0.01962290,0,37.7389
1485,"(2,-1,-2,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1486,"(2,-1,-2,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1487,"(2,-1,-2,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1488,"(2,-1,-2,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1489,"(2,-1,-2,0,3,14)",1838.805087,-0.01962290,0,37.7389
1490,"(2,-1,-2,1,3,14)",1838.805087,-0.01962290,0,37.7389
1491,"(2,-1,-2,2,3,14)",1838.805087,-0.01962290,0,37.7389
1492,"(2,-1,-1,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1493,"(2,-1,-1,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1494,"(2,-1,-1,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1495,"(2,-1,-1,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1496,"(2,-1,-1,0,3,14)",1838.805087,-0.01962290,0,37.7389
1497,"(2,-1,-1,1,3,14)",1838.805087,-0.01962290,0,37.7389
1498,"(2,-1,-1,2,3,14)",1838.805087,-0.01962290,0,37.7389
1499,"(2,-1,0,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1500,"(2,-1,0,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1501,"(2,-1,0,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1502,"(2,-1,0,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1503,"(2,-1,0,0,3,14)",1838.805087,-0.01962290,0,37.7389
1504,"(2,-1,0,1,3,14)",1838.805087,-0.01962290,0,37.7389
1505,"(2,-1,0,2,3,14)",1838.805087,-0.01962290,0,37.7389
1506,"(2,-1,1,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1507,"(2,-1,1,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1508,"(2,-1,1,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1509,"(2,-1,1,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1510,"(2,-1,1,0,3,14)",1838.805087,-0.01962290,0,37.7389
1511,"(2,-1,1,1,3,14)",1838.805087,-0.01962290,0,37.7389
1512,"(2,-1,1,2,3,14)",1838.805087,-0.01962290,0,37.7389
1513,"(2,-1,2,-4,3,14)",1838.805087,-0.01962290,0,37.7389
1514,"(2,-1,2,-3,3,14)",1838.805087,-0.01962290,0,37.7389
1515,"(2,-1,2,-2,3,14)",1838.805087,-0.01962290,0,37.7389
1516,"(2,-1,2,-1,3,14)",1838.805087,-0.01962290,0,37.7389
1517,"(2,-1,2,0,3,14)",1838.805087,-0.01962290,0,37.7389
1518,"(2,-1,2,1,3,14)",1838.805087,-0.01962290,0,37.7389
1519,"(2,-1,2,2,3,14)",1838.805087,-0.01962290,0,37.7389
1520,"(-1,3,-4,-4,3,14)",1838.680525,-0.01968931,1,37.8635
1521,"(-1,3,-4,-3,3,14)",1838.680525,-0.01968931,1,37.8635
1522,"(-1,3,-4,-2,3,14)",1838.680525,-0.01968931,1,37.8635
1523,"(-1,3,-4,-1,3,14)",1838.680525,-0.01968931,1,37.8635
1524,"(-1,3,-4,0,3,14)",1838.680525,-0.01968931,1,37.8635
1525,"(-1,3,-4,1,3,14)",1838.680525,-0.01968931,1,37.8635
1526,"(-1,3,-4,2,3,14)",1838.680525,-0.01968931,1,37.8635
1527,"(-1,3,-3,-4,3,14)",1838.680525,-0.01968931,1,37.8635
1528,"(-1,3,-3,-3,3,14)",1838.680525,-0.01968931,1,37.8635
1529,"(-1,3,-3,-2,3,14)",1838.680525,-0.01968931,1,37.8635
1530,"(-1,3,-3,-1,3,14)",1838.680525,-0.01968931,1,37.8635
1531,"(-1,3,-3,0,3,14)",1838.680525,-0.01968931,1,37.8635
1532,"(-1,3,-3,1,3,14)",1838.680525,-0.01968931,1,37.8635
1533,"(-1,3,-3,2,3,14)",1838.680525,-0.01968931,1,37.8635
1534,"(-1,3,-2,-4,3,14)",1838.680525,-0.01968931,1,37.8635
1535,"(-1,3,-2,-3,3,14)",1838.680525,-0.01968931,1,37.8635
1536,"(-1,3,-2,-2,3,14)",1838.680525,-0.01968931,1,37.8635
1537,"(-1,3,-2,-1,3,14)",1838.680525,-0.01968931,1,37.8635
1538,"(-1,3,-2,0,3,14)",1838.680525,-0.01968931,1,37.8635
1539,"(-1,3,-2,1,3,14)",1838.680525,-0.01968931,1,37.8635
1540,"(-1,3,-2,2,3,14)",1838.680525,-0.01968931,1,37.8635
1541,"(-1,3,-1,-4,3,14)",1838.680525,-0.01968931,1,37.8635
1542,"(-1,3,-1,-3,3,14)",1838.680525,-0.01968931,1,37.8635
1543,"(-1,3,-1,-2,3,14)",1838.680525,-0.01968931,1,37.8635
1544,"(-1,3,-1,-1,3,14)",1838.680525,-0.01968931,1,37.8635
1545,"(-1,3,-1,0,3,14)",1838.680525,-0.01968931,1,37.8635
1546,"(-1,3,-1,1,3,14)",1838.680525,-0.01968931,1,37.8635
1547,"(-1,3,-1,2,3,14)",1838.680525,-0.01968931,1,37.8635
1548,"(-1,3,0,-4,3,14)",1838.680525,-0.01968931,1,37.8635
1549,"(-1,3,0,-3,3,14)",1838.680525,-0.01968931,1,37.8635
1550,"(-1,3,0,-2,3,14)",1838.680525,-0.01968931,1,37.8635
1551,"(-1,3,0,-1,3,14)",1838.680525,-0.01968931,1,37.8635
1552,"(-1,3,0,0,3,14)",1838.680525,-0.01968931,1,37.8635
1553,"(-1,3,0,1,3,14)",1838.680525,-0.01968931,1,37.8635
1554,"(-1,3,0,2,3,14)",1838.680525,-0.01968931,1,37.8635
1555,"(-1,3,1,-4,3,14)",1838.680525,-0.01968931,1,37.8635
1556,"(-1,3,1,-3,3,14)",1838.680525,-0.01968931,1,37.8635
1557,"(-1,3,1,-2,3,14)",1838.680525,-0.01968931,1,37.8635
1558,"(-1,3,1,-1,3,14)",1838.680525,-0.01968931,1,37.8635
1559,"(-1,3,1,0,3,14)",1838.680525,-0.01968931,1,37.8635
1560,"(-1,3,1,1,3,14)",1838.680525,-0.01968931,1,37.8635
1561,"(-1,3,1,2,3,14)",1838.680525,-0.01968931,1,37.8635
1562,"(-1,3,2,-4,3,14)",1838.680525,-0.01968931,1,37.8635
1563,"(-1,3,2,-3,3,14)",1838.680525,-0.01968931,1,37.8635
1564,"(-1,3,2,-2,3,14)",1838.680525,-0.01968931,1,37.8635
1565,"(-1,3,2,-1,3,14)",1838.680525,-0.01968931,1,37.8635
1566,"(-1,3,2,0,3,14)",1838.680525,-0.01968931,1,37.8635
1567,"(-1,3,2,1,3,14)",1838.680525,-0.01968931,1,37.8635
1568,"(-1,3,2,2,3,14)",1838.680525,-0.01968931,1,37.8635
1569,"(0,5,-4,-4,3,14)",1838.556096,-0.01975566,0,37.9879
1570,"(0,5,-4,-3,3,14)",1838.556096,-0.01975566,0,37.9879
1571,"(0,5,-4,-2,3,14)",1838.556096,-0.01975566,0,37.9879
1572,"(0,5,-4,-1,3,14)",1838.556096,-0.01975566,0,37.9879
1573,"(0,5,-4,0,3,14)",1838.556096,-0.01975566,0,37.9879
1574,"(0,5,-4,1,3,14)",1838.556096,-0.01975566,0,37.9879
1575,"(0,5,-4,2,3,14)",1838.556096,-0.01975566,0,37.9879
1576,"(0,5,-3,-4,3,14)",1838.556096,-0.01975566,0,37.9879
1577,"(0,5,-3,-3,3,14)",1838.556096,-0.01975566,0,37.9879
1578,"(0,5,-3,-2,3,14)",1838.556096,-0.01975566,0,37.9879
1579,"(0,5,-3,-1,3,14)",1838.556096,-0.01975566,0,37.9879
1580,"(0,5,-3,0,3,14)",1838.556096,-0.01975566,0,37.9879
1581,"(0,5,-3,1,3,14)",1838.556096,-0.01975566,0,37.9879
1582,"(0,5,-3,2,3,14)",1838.556096,-0.01975566,0,37.9879
1583,"(0,5,-2,-4,3,14)",1838.556096,-0.01975566,0,37.9879
1584,"(0,5,-2,-3,3,14)",1838.556096,-0.01975566,0,37.9879
1585,"(0,5,-2,-2,3,14)",1838.556096,-0.01975566,0,37.9879
1586,"(0,5,-2,-1,3,14)",1838.556096,-0.01975566,0,37.9879
1587,"(0,5,-2,0,3,14)",1838.556096,-0.01975566,0,37.9879
1588,"(0,5,-2,1,3,14)",1838.556096,-0.01975566,0,37.9879
1589,"(0,5,-2,2,3,14)",1838.556096,-0.01975566,0,37.9879
1590,"(0,5,-1,-4,3,14)",1838.556096,-0.01975566,0,37.9879
1591,"(0,5,-1,-3,3,14)",1838.556096,-0.01975566,0,37.9879
1592,"(0,5,-1,-2,3,14)",1838.556096,-0.01975566,0,37.9879
1593,"(0,5,-1,-1,3,14)",1838.556096,-0.01975566,0,37.9879
1594,"(0,5,-1,0,3,14)",1838.556096,-0.01975566,0,37.9879
1595,"(0,5,-1,1,3,14)",1838.556096,-0.01975566,0,37.9879
1596,"(0,5,-1,2,3,14)",1838.556096,-0.01975566,0,37.9879
1597,"(0,5,0,-4,3,14)",1838.556096,-0.01975566,0,37.9879
1598,"(0,5,0,-3,3,14)",1838.556096,-0.01975566,0,37.9879
1599,"(0,5,0,-2,3,14)",1838.556096,-0.01975566,0,37.9879
1600,"(0,5,0,-1,3,14)",1838.556096,-0.01975566,0,37.9879
1601,"(0,5,0,0,3,14)",1838.556096,-0.01975566,0,37.9879
1602,"(0,5,0,1,3,14)",1838.556096,-0.01975566,0,37.9879
1603,"(0,5,0,2,3,14)",1838.556096,-0.01975566,0,37.9879
1604,"(0,5,1,-4,3,14)",1838.556096,-0.01975566,0,37.9879
1605,"(0,5,1,-3,3,14)",1838.556096,-0.01975566,0,37.9879
1606,"(0,5,1,-2,3,14)",1838.556096,-0.01975566,0,37.9879
1607,"(0,5,1,-1,3,14)",1838.556096,-0.01975566,0,37.9879
1608,"(0,5,1,0,3,14)",1838.556096,-0.01975566,0,37.9879
1609,"(0,5,1,1,3,14)",1838.556096,-0.01975566,0,37.9879
1610,"(0,5,1,2,3,14)",1838.556096,-0.01975566,0,37.9879
1611,"(0,5,2,-4,3,14)",1838.556096,-0.01975566,0,37.9879
1612,"(0,5,2,-3,3,14)",1838.556096,-0.01975566,0,37.9879
1613,"(0,5,2,-2,3,14)",1838.556096,-0.01975566,0,37.9879
1614,"(0,5,2,-1,3,14)",1838.556096,-0.01975566,0,37.9879
1615,"(0,5,2,0,3,14)",1838.556096,-0.01975566,0,37.9879
1616,"(0,5,2,1,3,14)",1838.556096,-0.01975566,0,37.9879
1617,"(0,5,2,2,3,14)",1838.556096,-0.01975566,0,37.9879
